Country Code,Country Name,Indicator,data_col,new_rank_score,higher_is_better
GHA,Ghana,Country rank and value in the UNCTAD B2C E-commerce Index,105.0,2.3636363636363633,True
GIN,Guinea,Country rank and value in the UNCTAD B2C E-commerce Index,142.0,1.06993006993007,True
GRC,Greece,Country rank and value in the UNCTAD B2C E-commerce Index,34.0,4.846153846153847,True
GTM,Guatemala,Country rank and value in the UNCTAD B2C E-commerce Index,,,True
HKG,"Hong Kong SAR, China",Country rank and value in the UNCTAD B2C E-commerce Index,,,True
HND,Honduras,Country rank and value in the UNCTAD B2C E-commerce Index,98.0,2.6083916083916083,True
HRV,Croatia,Country rank and value in the UNCTAD B2C E-commerce Index,32.0,4.916083916083916,True
HTI,Haiti,Country rank and value in the UNCTAD B2C E-commerce Index,134.0,1.34965034965035,True
HUN,Hungary,Country rank and value in the UNCTAD B2C E-commerce Index,36.0,4.776223776223777,True
IDN,Indonesia,Country rank and value in the UNCTAD B2C E-commerce Index,101.0,2.5034965034965033,True
IND,India,Country rank and value in the UNCTAD B2C E-commerce Index,83.0,3.132867132867133,True
IRL,Ireland,Country rank and value in the UNCTAD B2C E-commerce Index,19.0,5.370629370629371,True
IRN,"Iran, Islamic Rep.",Country rank and value in the UNCTAD B2C E-commerce Index,,,True
IRQ,Iraq,Country rank and value in the UNCTAD B2C E-commerce Index,139.0,1.174825174825175,True
ISL,Iceland,Country rank and value in the UNCTAD B2C E-commerce Index,11.0,5.65034965034965,True
ISR,Israel,Country rank and value in the UNCTAD B2C E-commerce Index,31.0,4.951048951048951,True
ITA,Italy,Country rank and value in the UNCTAD B2C E-commerce Index,40.0,4.636363636363637,True
JAM,Jamaica,Country rank and value in the UNCTAD B2C E-commerce Index,53.0,4.181818181818182,True
JOR,Jordan,Country rank and value in the UNCTAD B2C E-commerce Index,75.0,3.4125874125874125,True
JPN,Japan,Country rank and value in the UNCTAD B2C E-commerce Index,8.0,5.755244755244755,True
KAZ,Kazakhstan,Country rank and value in the UNCTAD B2C E-commerce Index,51.0,4.251748251748252,True
KEN,Kenya,Country rank and value in the UNCTAD B2C E-commerce Index,82.0,3.167832167832168,True
KGZ,Kyrgyz Republic,Country rank and value in the UNCTAD B2C E-commerce Index,117.0,1.9440559440559442,True
KHM,Cambodia,Country rank and value in the UNCTAD B2C E-commerce Index,115.0,2.013986013986014,True
KOR,"Korea, Rep.",Country rank and value in the UNCTAD B2C E-commerce Index,,,True
KWT,Kuwait,Country rank and value in the UNCTAD B2C E-commerce Index,57.0,4.041958041958042,True
LAO,Lao PDR,Country rank and value in the UNCTAD B2C E-commerce Index,,,True
LBN,Lebanon,Country rank and value in the UNCTAD B2C E-commerce Index,56.0,4.076923076923077,True
LBR,Liberia,Country rank and value in the UNCTAD B2C E-commerce Index,130.0,1.4895104895104891,True
LKA,Sri Lanka,Country rank and value in the UNCTAD B2C E-commerce Index,73.0,3.4825174825174825,True
LSO,Lesotho,Country rank and value in the UNCTAD B2C E-commerce Index,125.0,1.6643356643356642,True
LTU,Lithuania,Country rank and value in the UNCTAD B2C E-commerce Index,35.0,4.811188811188812,True
LUX,Luxembourg,Country rank and value in the UNCTAD B2C E-commerce Index,1.0,6.0,True
LVA,Latvia,Country rank and value in the UNCTAD B2C E-commerce Index,24.0,5.195804195804196,True
MAR,Morocco,Country rank and value in the UNCTAD B2C E-commerce Index,85.0,3.062937062937063,True
MDA,Moldova,Country rank and value in the UNCTAD B2C E-commerce Index,66.0,3.727272727272727,True
MDG,Madagascar,Country rank and value in the UNCTAD B2C E-commerce Index,118.0,1.9090909090909092,True
MEX,Mexico,Country rank and value in the UNCTAD B2C E-commerce Index,90.0,2.8881118881118883,True
MKD,"Macedonia, FYR",Country rank and value in the UNCTAD B2C E-commerce Index,,,True
MLI,Mali,Country rank and value in the UNCTAD B2C E-commerce Index,124.0,1.6993006993006992,True
MLT,Malta,Country rank and value in the UNCTAD B2C E-commerce Index,28.0,5.055944055944056,True
MMR,Myanmar,Country rank and value in the UNCTAD B2C E-commerce Index,123.0,1.7342657342657342,True
MNE,Montenegro,Country rank and value in the UNCTAD B2C E-commerce Index,69.0,3.6223776223776225,True
MNG,Mongolia,Country rank and value in the UNCTAD B2C E-commerce Index,55.0,4.111888111888112,True
MRT,Mauritania,Country rank and value in the UNCTAD B2C E-commerce Index,126.0,1.6293706293706292,True
MUS,Mauritius,Country rank and value in the UNCTAD B2C E-commerce Index,39.0,4.671328671328672,True
MWI,Malawi,Country rank and value in the UNCTAD B2C E-commerce Index,131.0,1.4545454545454541,True
MYS,Malaysia,Country rank and value in the UNCTAD B2C E-commerce Index,38.0,4.706293706293707,True
NAM,Namibia,Country rank and value in the UNCTAD B2C E-commerce Index,89.0,2.9230769230769234,True
NER,Niger,Country rank and value in the UNCTAD B2C E-commerce Index,144.0,1.0,True
NGA,Nigeria,Country rank and value in the UNCTAD B2C E-commerce Index,80.0,3.237762237762238,True
NIC,Nicaragua,Country rank and value in the UNCTAD B2C E-commerce Index,122.0,1.7692307692307692,True
NLD,Netherlands,Country rank and value in the UNCTAD B2C E-commerce Index,4.0,5.895104895104895,True
NOR,Norway,Country rank and value in the UNCTAD B2C E-commerce Index,3.0,5.93006993006993,True
NPL,Nepal,Country rank and value in the UNCTAD B2C E-commerce Index,108.0,2.2587412587412583,True
NZL,New Zealand,Country rank and value in the UNCTAD B2C E-commerce Index,10.0,5.685314685314685,True
OMN,Oman,Country rank and value in the UNCTAD B2C E-commerce Index,64.0,3.797202797202797,True
PAK,Pakistan,Country rank and value in the UNCTAD B2C E-commerce Index,120.0,1.8391608391608392,True
PAN,Panama,Country rank and value in the UNCTAD B2C E-commerce Index,84.0,3.097902097902098,True
PER,Peru,Country rank and value in the UNCTAD B2C E-commerce Index,94.0,2.7482517482517483,True
PHL,Philippines,Country rank and value in the UNCTAD B2C E-commerce Index,96.0,2.6783216783216783,True
POL,Poland,Country rank and value in the UNCTAD B2C E-commerce Index,37.0,4.741258741258742,True
PRT,Portugal,Country rank and value in the UNCTAD B2C E-commerce Index,48.0,4.356643356643357,True
PRY,Paraguay,Country rank and value in the UNCTAD B2C E-commerce Index,93.0,2.7832167832167833,True
QAT,Qatar,Country rank and value in the UNCTAD B2C E-commerce Index,58.0,4.006993006993007,True
ROU,Romania,Country rank and value in the UNCTAD B2C E-commerce Index,45.0,4.461538461538462,True
RUS,Russian Federation,Country rank and value in the UNCTAD B2C E-commerce Index,43.0,4.531468531468532,True
RWA,Rwanda,Country rank and value in the UNCTAD B2C E-commerce Index,99.0,2.5734265734265733,True
SAU,Saudi Arabia,Country rank and value in the UNCTAD B2C E-commerce Index,46.0,4.426573426573427,True
SDN,Sudan,Country rank and value in the UNCTAD B2C E-commerce Index,137.0,1.244755244755245,True
SEN,Senegal,Country rank and value in the UNCTAD B2C E-commerce Index,112.0,2.1188811188811183,True
SGP,Singapore,Country rank and value in the UNCTAD B2C E-commerce Index,18.0,5.405594405594406,True
SLE,Sierra Leone,Country rank and value in the UNCTAD B2C E-commerce Index,136.0,1.27972027972028,True
SLV,El Salvador,Country rank and value in the UNCTAD B2C E-commerce Index,76.0,3.3776223776223775,True
SRB,Serbia,Country rank and value in the UNCTAD B2C E-commerce Index,41.0,4.601398601398602,True
SVK,Slovak Republic,Country rank and value in the UNCTAD B2C E-commerce Index,30.0,4.986013986013986,True
SVN,Slovenia,Country rank and value in the UNCTAD B2C E-commerce Index,25.0,5.160839160839161,True
SWE,Sweden,Country rank and value in the UNCTAD B2C E-commerce Index,7.0,5.79020979020979,True
SWZ,Swaziland,Country rank and value in the UNCTAD B2C E-commerce Index,114.0,2.0489510489510483,True
SYR,Syrian Arab Republic,Country rank and value in the UNCTAD B2C E-commerce Index,127.0,1.5944055944055942,True
TCD,Chad,Country rank and value in the UNCTAD B2C E-commerce Index,143.0,1.034965034965035,True
TGO,Togo,Country rank and value in the UNCTAD B2C E-commerce Index,111.0,2.1538461538461533,True
THA,Thailand,Country rank and value in the UNCTAD B2C E-commerce Index,49.0,4.321678321678322,True
TTO,Trinidad and Tobago,Country rank and value in the UNCTAD B2C E-commerce Index,,,True
TUN,Tunisia,Country rank and value in the UNCTAD B2C E-commerce Index,79.0,3.272727272727273,True
TUR,Turkey,Country rank and value in the UNCTAD B2C E-commerce Index,60.0,3.937062937062937,True
TZA,Tanzania,Country rank and value in the UNCTAD B2C E-commerce Index,119.0,1.8741258741258742,True
UGA,Uganda,Country rank and value in the UNCTAD B2C E-commerce Index,86.0,3.027972027972028,True
UKR,Ukraine,Country rank and value in the UNCTAD B2C E-commerce Index,63.0,3.832167832167832,True
URY,Uruguay,Country rank and value in the UNCTAD B2C E-commerce Index,67.0,3.6923076923076925,True
USA,United States,Country rank and value in the UNCTAD B2C E-commerce Index,26.0,5.125874125874126,True
UZB,Uzbekistan,Country rank and value in the UNCTAD B2C E-commerce Index,106.0,2.3286713286713283,True
VEN,"Venezuela, RB",Country rank and value in the UNCTAD B2C E-commerce Index,,,True
VNM,Vietnam,Country rank and value in the UNCTAD B2C E-commerce Index,74.0,3.4475524475524475,True
ZAF,South Africa,Country rank and value in the UNCTAD B2C E-commerce Index,72.0,3.5174825174825175,True
ZMB,Zambia,Country rank and value in the UNCTAD B2C E-commerce Index,121.0,1.8041958041958042,True
ZWE,Zimbabwe,Country rank and value in the UNCTAD B2C E-commerce Index,109.0,2.2237762237762233,True
