user_loc,fr_loc,scaled_sci
BT,GW,265
CM,GW,21807
BR,GW,18519
GT,GW,813
BO,GW,976
GE,GW,530
BZ,GW,3186
GU,GW,331
FI,GW,1573
GR,GW,938
AE,GW,3854
ES,GW,27315
BI,GW,13434
GN,GW,1566029
FR,GW,31543
BW,GW,478508
BB,GW,4301
GA,GW,67711
EE,GW,238
DZ,GW,4643
CR,GW,2249
DK,GW,7173
AR,GW,1051
BD,GW,1150
AW,GW,1207
AM,GW,278
BF,GW,36791
EG,GW,1929
BJ,GW,34205
DE,GW,10122
CG,GW,68346
GD,GW,4065
AL,GW,965
GH,GW,19680
EC,GW,1056
CH,GW,41607
CO,GW,1550
ET,GW,1919
BN,GW,357
BY,GW,1114
GP,GW,7452
AG,GW,7079
AU,GW,304
BS,GW,2262
GB,GW,24376
CD,GW,15862
CL,GW,751
CV,GW,3588445
DJ,GW,6743
GQ,GW,206267
AZ,GW,1003
CY,GW,3910
GM,GW,1457794
BG,GW,726
CA,GW,1372
CF,GW,34548
BE,GW,17498
CI,GW,73040
CZ,GW,668
AO,GW,327068
CW,GW,1706
AT,GW,4544
DO,GW,3727
BH,GW,1583
JE,MT,88289
BA,MT,43570
FJ,MT,1550
LK,MT,6360
IN,MT,4235
BO,MT,672
LB,MT,10593
GT,MT,893
BB,MT,6621
MA,MT,4531
BR,MT,2875
MN,MT,1044
BT,MT,1504
LS,MT,1196
GF,MT,3586
KG,MT,1281
HK,MT,6060
MM,MT,227
CM,MT,6423
JO,MT,4307
MO,MT,10462
FI,MT,34378
GR,MT,37209
LY,MT,51784
AG,MT,22511
BS,MT,4986
ES,MT,20924
IT,MT,94967
LR,MT,13983
GU,MT,7417
IM,MT,144645
FR,MT,14296
GQ,MT,13722
AE,MT,35098
DZ,MT,1706
DK,MT,26793
MG,MT,1110
HU,MT,45106
GA,MT,7895
GE,MT,18286
BW,MT,2522
ME,MT,73426
MQ,MT,4330
CY,MT,67689
GM,MT,245879
ET,MT,12978
CO,MT,6693
CA,MT,13932
HT,MT,1374
MR,MT,4878
AR,MT,2742
KR,MT,2251
BJ,MT,5596
BI,MT,1520
EG,MT,4209
GD,MT,4360
LT,MT,33243
DE,MT,21198
ID,MT,792
KW,MT,18975
CL,MT,2492
AM,MT,4917
AW,MT,12678
KI,MT,1032
AL,MT,101226
GP,MT,4409
KM,MT,2332
CV,MT,5820
KE,MT,6766
GH,MT,38019
MK,MT,364895
CH,MT,35252
BY,MT,8146
LA,MT,395
MD,MT,12197
DJ,MT,16929
IE,MT,60836
LU,MT,103332
EE,MT,42429
BZ,MT,1923
AU,MT,48817
GB,MT,58921
CD,MT,1450
EC,MT,1266
HR,MT,20699
LC,MT,7198
BD,MT,4386
KH,MT,560
BE,MT,30539
KZ,MT,1654
CF,MT,5991
CG,MT,4717
JP,MT,3503
ML,MT,33678
CR,MT,3168
GW,MT,17252
AZ,MT,2943
GN,MT,33249
JM,MT,7754
BG,MT,63371
CI,MT,11735
IS,MT,50006
BN,MT,6766
KY,MT,45200
BF,MT,6109
CZ,MT,15355
AO,MT,1510
CW,MT,22982
AT,MT,29729
DO,MT,1778
GY,MT,2070
BH,MT,23997
LV,MT,59153
HN,MT,872
BO,CI,736
BZ,CI,1670
BR,CI,1666
AE,CI,4302
BT,CI,416
BD,CI,1164
BW,CI,32361
BA,CI,728
AW,CI,1241
BB,CI,2131
BI,CI,68775
CA,CI,6012
AM,CI,557
BE,CI,7882
AL,CI,1090
BG,CI,691
BS,CI,3568
CG,CI,327644
AR,CI,781
BJ,CI,267575
AG,CI,3894
CH,CI,5413
BY,CI,1525
CD,CI,99926
AU,CI,361
BN,CI,565
CF,CI,133793
BF,CI,802289
AZ,CI,1578
AO,CI,26328
AT,CI,946
BH,CI,2113
IN,ZW,627
BO,ZW,217
NI,ZW,443
NA,ZW,317705
MA,ZW,948
GF,ZW,1760
CM,ZW,7508
GT,ZW,194
BR,ZW,310
BA,ZW,331
QA,ZW,8111
MN,ZW,290
MO,ZW,492
FJ,ZW,1847
JO,ZW,460
PL,ZW,2905
GD,ZW,8057
LB,ZW,908
GN,ZW,10649
FI,ZW,1330
GR,ZW,1009
MW,ZW,98069
RW,ZW,25627
ES,ZW,535
LS,ZW,66159
MY,ZW,1053
TL,ZW,956
PH,ZW,561
MU,ZW,13555
JE,ZW,63204
MG,ZW,2831
LK,ZW,1214
BT,ZW,639
BB,ZW,4063
HK,ZW,712
UA,ZW,1056
DK,ZW,1408
BW,ZW,790745
RO,ZW,469
AE,ZW,21498
FR,ZW,687
UZ,ZW,371
ST,ZW,13610
TN,ZW,845
GU,ZW,368
IM,ZW,27212
OM,ZW,3946
PE,ZW,228
AW,ZW,633
SL,ZW,42135
AG,ZW,10440
TZ,ZW,19890
HU,ZW,548
SI,ZW,410
US,ZW,2285
BI,ZW,15764
SC,ZW,37022
BJ,ZW,6526
BD,ZW,975
ID,ZW,279
AM,ZW,194
PA,ZW,495
PF,ZW,393
PT,ZW,1054
JM,ZW,10712
SK,ZW,358
MR,ZW,3732
DZ,ZW,1358
ZM,ZW,196692
MX,ZW,199
RS,ZW,650
MM,ZW,152
ET,ZW,3690
SV,ZW,231
GQ,ZW,23772
PY,ZW,405
NZ,ZW,12042
BE,ZW,1516
BF,ZW,7597
VU,ZW,1251
MQ,ZW,822
SA,ZW,1226
LY,ZW,977
GA,ZW,7111
TJ,ZW,670
SN,ZW,6510
AR,ZW,240
CR,ZW,569
NG,ZW,8856
CA,ZW,6718
HT,ZW,6018
UY,ZW,267
BG,ZW,530
CV,ZW,2661
CG,ZW,16087
LC,ZW,8657
EC,ZW,280
CH,ZW,2614
CL,ZW,289
GP,ZW,1009
BY,ZW,749
LT,ZW,504
TD,ZW,4406
KR,ZW,458
GH,ZW,18209
CD,ZW,24909
NE,ZW,7119
HR,ZW,470
TR,ZW,685
RE,ZW,863
MK,ZW,545
SZ,ZW,181172
MD,ZW,252
EG,ZW,669
KE,ZW,17596
KI,ZW,1026
LA,ZW,263
BN,ZW,830
SR,ZW,2120
BZ,ZW,3500
PG,ZW,4232
CO,ZW,333
NO,ZW,2306
NP,ZW,405
GE,ZW,356
GB,ZW,24704
TG,ZW,14287
MV,ZW,2983
KW,ZW,1912
AU,ZW,16500
TO,ZW,4192
VC,ZW,5821
ME,ZW,640
EE,ZW,517
AL,ZW,483
ZA,ZW,399120
KG,ZW,283
IS,ZW,549
CY,ZW,123162
IT,ZW,673
LR,ZW,41093
LU,ZW,2051
MZ,ZW,111247
NC,ZW,232
IE,ZW,16403
KM,ZW,3451
TT,ZW,3895
CF,ZW,8684
JP,ZW,508
KZ,ZW,284
KH,ZW,280
TW,ZW,145
KY,ZW,53105
ML,ZW,9177
DE,ZW,3315
GM,ZW,9148
BS,ZW,4910
YT,ZW,2180
NL,ZW,2487
DJ,ZW,3746
PK,ZW,1351
GW,ZW,10389
SB,ZW,2281
MT,ZW,4049
CI,ZW,9270
CZ,ZW,841
AZ,ZW,462
WS,ZW,1643
AO,ZW,14818
PR,ZW,282
UG,ZW,26807
SG,ZW,778
XK,ZW,330
CW,ZW,1913
AT,ZW,1199
DO,ZW,1644
GY,ZW,5016
BH,ZW,6343
VN,ZW,112
LV,ZW,370
TH,ZW,192
SE,ZW,2009
HN,ZW,373
BA,IS,19809
AG,IS,3695
IN,IS,226
BO,IS,462
BR,IS,860
FI,IS,44130
GR,IS,15567
FJ,IS,695
GT,IS,867
BB,IS,2555
ES,IS,18936
GU,IS,4782
IM,IS,18051
BW,IS,502
HR,IS,32854
AE,IS,4846
AM,IS,1249
HK,IS,4070
BI,IS,813
GF,IS,5187
DZ,IS,456
AW,IS,5405
GM,IS,15114
CM,IS,1057
BT,IS,516
GN,IS,2563
HU,IS,19102
GA,IS,813
EE,IS,46337
ET,IS,1608
FR,IS,7156
DK,IS,426408
EG,IS,489
DJ,IS,2202
GD,IS,2448
BJ,IS,860
DE,IS,23907
CG,IS,454
BD,IS,200
CL,IS,2091
CV,IS,45090
CH,IS,40711
BY,IS,4032
AR,IS,1463
BF,IS,370
GB,IS,24535
CD,IS,378
AU,IS,9455
IE,IS,29456
AZ,IS,2131
ID,IS,385
GE,IS,11563
CF,IS,765
CO,IS,1557
CA,IS,11138
EC,IS,1611
GH,IS,4949
HT,IS,1121
GP,IS,2281
BZ,IS,1628
AL,IS,18106
CY,IS,15526
BE,IS,19428
GQ,IS,29078
CR,IS,4397
BN,IS,4871
CI,IS,693
CZ,IS,21069
GW,IS,3669
BG,IS,15391
BS,IS,6015
AO,IS,1014
CW,IS,4544
AT,IS,29569
GY,IS,1843
BH,IS,3351
DO,IS,2225
HN,IS,1389
KR,NZ,7141
BA,NZ,1341
AG,NZ,5514
IN,NZ,4184
BO,NZ,426
MU,NZ,8227
BR,NZ,1837
NO,NZ,8023
MW,NZ,1154
FI,NZ,6195
GR,NZ,2739
FJ,NZ,680350
KG,NZ,325
GT,NZ,328
JO,NZ,1724
NI,NZ,372
KI,NZ,590751
MO,NZ,14207
BB,NZ,6568
ES,NZ,3082
GU,NZ,20690
IM,NZ,47343
MA,NZ,619
BW,NZ,2970
HR,NZ,4692
KZ,NZ,586
LS,NZ,340
LY,NZ,221
AE,NZ,16473
IT,NZ,3732
LR,NZ,971
ML,NZ,288
AM,NZ,423
HK,NZ,18258
LK,NZ,22689
BI,NZ,876
GF,NZ,996
MM,NZ,970
DZ,NZ,306
MX,NZ,597
AW,NZ,2726
GM,NZ,2539
CM,NZ,447
BT,NZ,3551
GN,NZ,252
MN,NZ,1147
HU,NZ,2796
GA,NZ,371
EE,NZ,7057
ET,NZ,2016
FR,NZ,4803
KH,NZ,6950
MQ,NZ,1443
LA,NZ,2561
NC,NZ,33716
DK,NZ,8766
ME,NZ,2575
EG,NZ,509
MR,NZ,154
DJ,NZ,1173
GD,NZ,5461
MG,NZ,320
KW,NZ,7465
BJ,NZ,449
DE,NZ,7418
JM,NZ,2509
LT,NZ,2301
JP,NZ,6632
CG,NZ,515
BD,NZ,941
CL,NZ,5585
CV,NZ,614
NL,NZ,11543
LC,NZ,4373
CH,NZ,12221
BY,NZ,1140
AR,NZ,3552
IS,NZ,14535
NP,NZ,7804
BF,NZ,213
MY,NZ,8788
MD,NZ,627
GB,NZ,39859
CD,NZ,362
NE,NZ,292
AU,NZ,247952
IE,NZ,45459
MV,NZ,10570
LB,NZ,2222
AZ,NZ,360
ID,NZ,942
GE,NZ,739
MZ,NZ,544
JE,NZ,61256
CF,NZ,401
CO,NZ,1520
KE,NZ,1555
NG,NZ,940
CA,NZ,20606
EC,NZ,708
MK,NZ,6649
GH,NZ,1169
HT,NZ,318
GP,NZ,1567
BZ,NZ,1532
AL,NZ,1145
CY,NZ,6479
BE,NZ,4784
GQ,NZ,797
CR,NZ,1467
NA,NZ,5350
BN,NZ,13055
KY,NZ,48291
CI,NZ,243
CZ,NZ,6417
GW,NZ,392
BG,NZ,1836
BS,NZ,3826
KM,NZ,176
LU,NZ,7458
MT,NZ,15461
AO,NZ,310
CW,NZ,2517
AT,NZ,6305
GY,NZ,2734
BH,NZ,10302
DO,NZ,488
LV,NZ,4759
HN,NZ,293
GT,LS,269
FJ,LS,1038
BA,LS,210
GF,LS,2609
FI,LS,201
GR,LS,308
ES,LS,263
BD,LS,1477
IN,LS,769
BO,LS,321
BR,LS,300
LK,LS,2180
GU,LS,196
IM,LS,236
BT,LS,653
AW,LS,691
GE,LS,210
BZ,LS,988
HK,LS,174
BW,LS,133068
CM,LS,18398
GN,LS,16053
AM,LS,106
BI,LS,13558
EE,LS,255
GA,LS,13270
JE,LS,1377
DZ,LS,1734
ET,LS,6955
DK,LS,200
KW,LS,1545
KH,LS,269
DJ,LS,5048
BN,LS,564
HT,LS,14391
CO,LS,398
FR,LS,363
AR,LS,232
IS,LS,1016
BB,LS,1941
EG,LS,854
JO,LS,440
LA,LS,224
CV,LS,3201
BE,LS,418
AE,LS,2148
HU,LS,145
CG,LS,21205
KM,LS,12601
CL,LS,333
GH,LS,42944
DE,LS,319
BJ,LS,14282
AL,LS,496
BY,LS,260
EC,LS,338
CH,LS,669
GD,LS,6302
AU,LS,345
AZ,LS,647
GB,LS,765
GW,LS,16865
KG,LS,192
CD,LS,25554
LB,LS,813
LC,LS,2966
CY,LS,1727
GP,LS,1238
KZ,LS,140
HR,LS,183
AG,LS,9291
GM,LS,15139
CF,LS,16574
GQ,LS,12564
IT,LS,453
LR,LS,45544
KE,LS,15387
CA,LS,404
BS,LS,2534
IE,LS,1837
JP,LS,217
KR,LS,136
KI,LS,971
CR,LS,338
BF,LS,24241
CI,LS,26528
JM,LS,7492
BG,LS,271
ID,LS,271
CZ,LS,95
KY,LS,1339
AO,LS,20552
CW,LS,663
AT,LS,294
DO,LS,3210
GY,LS,3626
BH,LS,1470
HN,LS,477
AE,AU,14210
AG,AU,4376
AR,AU,2046
AM,AU,1388
AL,AU,2671
AO,AU,354
AT,AU,6859
BO,EG,623
CM,EG,1796
CY,EG,7167
EE,EG,735
BR,EG,955
BS,EG,549
BT,EG,246
AG,EG,853
BB,EG,381
AW,EG,706
BA,EG,823
BD,EG,1864
BI,EG,1826
DK,EG,838
BW,EG,1052
AE,EG,42509
AL,EG,920
DZ,EG,8031
DJ,EG,12848
AM,EG,586
BN,EG,1456
BJ,EG,2093
CV,EG,649
EC,EG,841
CH,EG,1649
CL,EG,429
BY,EG,2353
CD,EG,1321
BG,EG,661
BZ,EG,689
CO,EG,1077
AR,EG,693
AU,EG,1271
AZ,EG,802
CG,EG,1978
CF,EG,18825
CA,EG,1901
CR,EG,1008
BF,EG,3464
DE,EG,2164
BE,EG,1225
CI,EG,2839
CZ,EG,596
AO,EG,1452
AT,EG,2749
CW,EG,562
DO,EG,1405
BH,EG,20200
MO,SK,859
BA,SK,12660
BZ,SK,383
IN,SK,162
BO,SK,289
GF,SK,828
FI,SK,4365
GR,SK,6389
FJ,SK,208
PH,SK,300
MN,SK,965
JE,SK,5267
LK,SK,398
NO,SK,10333
KI,SK,451
BB,SK,1052
SI,SK,15697
GE,SK,3477
MA,SK,1806
MW,SK,181
JO,SK,473
CM,SK,464
NI,SK,338
MG,SK,388
HU,SK,101679
BR,SK,354
RO,SK,10679
AE,SK,1927
HR,SK,15277
KG,SK,833
ES,SK,3488
LS,SK,157
PA,SK,510
RS,SK,60850
GT,SK,222
AM,SK,1281
KE,SK,504
HK,SK,630
RW,SK,338
BT,SK,240
PT,SK,3154
GQ,SK,385
BS,SK,555
AW,SK,1832
DK,SK,10213
BI,SK,409
SA,SK,398
PF,SK,1108
PE,SK,291
FR,SK,2589
DZ,SK,1834
GN,SK,512
ME,SK,19937
GU,SK,422
IM,SK,10603
LY,SK,406
PY,SK,351
MM,SK,57
BW,SK,240
CR,SK,653
MQ,SK,988
ET,SK,188
CO,SK,335
MX,SK,370
NG,SK,435
LA,SK,259
BD,SK,172
GD,SK,533
EG,SK,518
MR,SK,265
AR,SK,528
IS,SK,19303
ID,SK,259
NL,SK,10335
NP,SK,163
LT,SK,4346
JP,SK,612
AG,SK,697
CA,SK,3087
HT,SK,284
GA,SK,327
GM,SK,1735
CG,SK,467
MK,SK,36663
KW,SK,613
EC,SK,343
PK,SK,401
CH,SK,39090
RE,SK,601
BY,SK,4020
MY,SK,333
MD,SK,2744
GB,SK,18851
AU,SK,2724
CD,SK,243
NE,SK,367
MV,SK,1005
GH,SK,644
AL,SK,4754
LC,SK,548
GW,SK,453
OM,SK,644
KM,SK,145
CV,SK,2226
BJ,SK,1925
GP,SK,861
QA,SK,941
DE,SK,13633
CL,SK,408
PL,SK,7266
MZ,SK,306
MU,SK,1054
SC,SK,3396
CF,SK,290
PG,SK,181
KR,SK,615
NC,SK,515
LU,SK,13948
BE,SK,7473
DJ,SK,300
NA,SK,421
IT,SK,5243
LR,SK,480
EE,SK,5095
NZ,SK,2274
SB,SK,147
CY,SK,15965
ML,SK,393
KZ,SK,820
BN,SK,405
KH,SK,127
IE,SK,26080
BF,SK,313
KY,SK,4180
CI,SK,460
LB,SK,1008
BG,SK,15089
CZ,SK,356715
JM,SK,734
AZ,SK,918
MT,SK,17805
AO,SK,419
PR,SK,416
SG,SK,968
CW,SK,706
AT,SK,82008
GY,SK,340
BH,SK,1137
DO,SK,495
LV,SK,6283
SE,SK,4240
HN,SK,290
IN,SL,1926
BO,SL,1204
MO,SL,635
BA,SL,1292
FJ,SL,4960
FI,SL,3841
GR,SL,8858
MU,SL,3865
GF,SL,21010
JE,SL,1675
BR,SL,2359
PH,SL,2746
NO,SL,4545
NI,SL,3486
EE,SL,1519
GT,SL,1370
MN,SL,691
CM,SL,37970
HU,SL,661
JO,SL,3281
SI,SL,1368
BB,SL,10277
BW,SL,395724
GE,SL,1402
BT,SL,1200
ES,SL,4451
LS,SL,45775
GU,SL,1260
IM,SL,1075
MA,SL,10599
LY,SL,15887
MM,SL,531
MG,SL,29817
RO,SL,1862
AE,SL,36289
IT,SL,8660
LR,SL,4922746
ML,SL,128622
SK,SL,655
AW,SL,3403
BI,SL,75087
KG,SL,1396
RW,SL,141637
SA,SL,7333
LK,SL,3424
PT,SL,3776
PE,SL,1118
AM,SL,876
ME,SL,1989
MX,SL,1236
DK,SL,3007
GM,SL,1562145
HR,SL,922
CO,SL,2149
KH,SL,1411
CR,SL,2285
GN,SL,1334836
ET,SL,8868
NG,SL,51717
ID,SL,1606
GA,SL,54852
PY,SL,2760
LA,SL,970
HT,SL,38990
FR,SL,9086
IS,SL,6194
NP,SL,1555
EG,SL,6194
MQ,SL,5781
AR,SL,1203
DZ,SL,14152
PF,SL,567
MR,SL,104742
GD,SL,27155
KE,SL,69933
BJ,SL,54779
DE,SL,10694
NL,SL,14508
CV,SL,41067
QA,SL,23574
BD,SL,3395
GP,SL,6082
AL,SL,1806
CG,SL,62245
MK,SL,1952
LT,SL,1239
HK,SL,992
BS,SL,16145
LB,SL,45540
LC,SL,20627
MW,SL,146847
RE,SL,2147
BY,SL,2156
BZ,SL,7318
PA,SL,2819
MY,SL,1911
GB,SL,22488
KR,SL,1192
AU,SL,10458
CH,SL,4210
GH,SL,125618
PG,SL,41377
CL,SL,1457
JP,SL,716
LU,SL,7859
KW,SL,82787
IE,SL,5081
RS,SL,1577
EC,SL,1558
GQ,SL,64741
SC,SL,18258
PL,SL,615
BN,SL,1523
NC,SL,926
CA,SL,6070
MV,SL,5080
CD,SL,40374
NE,SL,66532
MZ,SL,104737
BF,SL,51701
MD,SL,1225
CF,SL,45826
BE,SL,15679
NA,SL,39887
KM,SL,14970
CY,SL,69825
NZ,SL,1138
DJ,SL,11791
KZ,SL,2595
GW,SL,324046
AG,SL,25976
BG,SL,1142
AZ,SL,3719
KY,SL,10104
JM,SL,40906
SB,SL,15721
OM,SL,88094
KI,SL,6011
MT,SL,23614
PK,SL,5378
CI,SL,85418
CZ,SL,684
AO,SL,41590
PR,SL,1333
SG,SL,1197
CW,SL,7311
AT,SL,2199
DO,SL,14634
GY,SL,21127
BH,SL,6242
LV,SL,1213
SE,SL,7649
HN,SL,2896
AM,BA,802
AE,BA,6303
AR,BA,548
AG,BA,633
AW,BA,750
AL,BA,17720
AU,BA,8968
AZ,BA,1241
AO,BA,520
AT,BA,341591
PH,SN,706
SI,SN,608
LB,SN,5727
BR,SN,2157
FI,SN,2094
GR,SN,2277
RS,SN,749
BB,SN,3487
EE,SN,401
ID,SN,602
MO,SN,497
MA,SN,27965
LS,SN,14369
JO,SN,1690
AG,SN,5697
GQ,SN,177243
DZ,SN,3684
BS,SN,4692
MW,SN,5373
GU,SN,449
IM,SN,220
PF,SN,2257
BW,SN,33714
ME,SN,1129
BI,SN,17665
HR,SN,502
BN,SN,474
SL,SN,184389
MM,SN,223
IN,SN,478
BO,SN,578
KR,SN,734
BA,SN,549
AW,SN,1446
FJ,SN,1117
ES,SN,28384
PE,SN,521
RO,SN,894
AE,SN,5637
PY,SN,1401
CM,SN,60904
CA,SN,7347
BT,SN,387
GN,SN,1050960
HT,SN,17374
BF,SN,150487
RW,SN,10931
PT,SN,12009
DK,SN,1144
MG,SN,19621
NG,SN,11877
LK,SN,752
LY,SN,6273
GD,SN,5517
HU,SN,463
MX,SN,495
GF,SN,28963
KE,SN,18635
CV,SN,152060
PL,SN,307
DJ,SN,103582
BG,SN,509
NO,SN,1353
EG,SN,2148
NL,SN,2129
IS,SN,2844
ET,SN,1943
NP,SN,386
NI,SN,1093
GA,SN,464372
FR,SN,50051
HK,SN,416
QA,SN,4019
AR,SN,1947
MR,SN,1045139
GE,SN,568
SK,SN,424
KW,SN,2951
GH,SN,17104
EC,SN,827
LA,SN,1440
CH,SN,10605
MN,SN,340
LC,SN,4714
BY,SN,936
KI,SN,1588
MY,SN,499
GB,SN,2515
RE,SN,8768
MV,SN,1019
MD,SN,421
AU,SN,444
CD,SN,34416
NE,SN,130935
GW,SN,1108606
SA,SN,3306
AL,SN,935
MT,SN,12098
GP,SN,17107
NA,SN,23561
BJ,SN,80299
KZ,SN,608
MQ,SN,13460
CG,SN,301609
KM,SN,169286
CY,SN,4385
CO,SN,796
BZ,SN,2343
GT,SN,671
AM,SN,410
LT,SN,394
IT,SN,33558
LR,SN,102259
CL,SN,584
MZ,SN,16226
CF,SN,272496
JE,SN,470
GM,SN,1113131
PA,SN,1141
PG,SN,3242
ML,SN,341925
CR,SN,948
MK,SN,836
KY,SN,2927
OM,SN,2783
BE,SN,14967
NC,SN,2954
MU,SN,3211
PK,SN,1633
KH,SN,703
NZ,SN,265
SB,SN,2182
JP,SN,1047
BD,SN,1090
DE,SN,3721
KG,SN,606
IE,SN,887
SC,SN,16250
JM,SN,10620
CI,SN,168120
CZ,SN,443
LU,SN,32228
AZ,SN,935
AO,SN,24072
PR,SN,512
SG,SN,417
CW,SN,1970
AT,SN,1566
DO,SN,2857
GY,SN,5688
BH,SN,2613
LV,SN,613
SE,SN,3012
HN,SN,1187
MU,TD,2652
CY,TD,4750
FI,TD,581
GR,TD,1485
BS,TD,1312
GT,TD,431
BR,TD,563
FJ,TD,1000
NI,TD,870
PA,TD,701
MO,TD,189
CM,TD,1646937
ES,TD,958
PK,TD,2337
PH,TD,737
KR,TD,253
BA,TD,564
LS,TD,9934
PL,TD,295
LK,TD,732
IN,TD,547
BO,TD,607
GU,TD,600
IM,TD,114
HU,TD,337
JO,TD,8316
MA,TD,13107
SK,TD,401
BT,TD,290
RO,TD,725
AE,TD,12025
SI,TD,365
MN,TD,378
BW,TD,13419
HK,TD,252
NO,TD,1483
GN,TD,103882
GF,TD,11480
AW,TD,812
DK,TD,422
FR,TD,31870
LY,TD,329557
MM,TD,202
MY,TD,870
SA,TD,29327
BB,TD,1258
GA,TD,249856
MG,TD,24643
MQ,TD,5014
BI,TD,63717
ML,TD,140647
MW,TD,8420
IT,TD,1460
LR,TD,24654
JE,TD,150
RW,TD,32227
AG,TD,1926
QA,TD,13816
SV,TD,464
MR,TD,47079
MX,TD,365
PY,TD,978
ME,TD,1290
DZ,TD,8523
PT,TD,1047
MK,XK,944473
SV,XK,312
LA,XK,175
CV,XK,518
KR,XK,237
NI,XK,469
CL,XK,390
LK,XK,479
LB,XK,1453
RS,XK,377013
HK,XK,309
PG,XK,318
BT,XK,200
MN,XK,963
TR,XK,8184
BY,XK,1800
TN,XK,1811
GA,XK,963
RO,XK,5572
AE,XK,1969
GF,XK,641
MD,XK,3434
NL,XK,8071
TT,XK,962
EC,XK,411
FI,XK,43435
GR,XK,22766
MZ,XK,544
VC,XK,552
SB,XK,349
GW,XK,686
FJ,XK,388
CG,XK,909
IN,XK,204
BO,XK,322
TZ,XK,725
GH,XK,1485
BZ,XK,535
US,XK,3766
MV,XK,1019
MW,XK,312
GB,XK,8360
TG,XK,1033
JO,XK,1379
DK,XK,13955
GT,XK,304
HR,XK,116972
RE,XK,306
PE,XK,345
UA,XK,1277
FR,XK,14155
TD,XK,870
LU,XK,84755
PF,XK,275
JP,XK,269
SZ,XK,548
MY,XK,402
BB,XK,873
ID,XK,393
AL,XK,1136917
SR,XK,591
LT,XK,1709
EE,XK,2020
KG,XK,761
CI,XK,969
GQ,XK,760
NP,XK,262
ET,XK,428
SA,XK,1220
DJ,XK,1694
QA,XK,1655
MO,XK,370
NO,XK,39282
HT,XK,541
CA,XK,5801
CF,XK,7719
ME,XK,549348
KW,XK,1599
CZ,XK,6793
MU,XK,777
MG,XK,545
UY,XK,590
BG,XK,8787
VU,XK,171
GM,XK,1770
SC,XK,1026
PH,XK,432
NA,XK,1683
BF,XK,862
BD,XK,460
MR,XK,486
WS,XK,226
BR,XK,499
IE,XK,5714
PY,XK,723
IT,XK,22741
LR,XK,2544
PK,XK,1017
JE,XK,702
AU,XK,2243
NG,XK,814
AG,XK,780
TW,XK,135
BW,XK,554
AM,XK,882
AO,XK,878
BE,XK,36547
TJ,XK,1089
LS,XK,265
AZ,XK,1797
TL,XK,282
CR,XK,639
SL,XK,1989
ML,XK,1354
OM,XK,828
SN,XK,953
KH,XK,220
AR,XK,479
KZ,XK,3038
PA,XK,612
PR,XK,428
SG,XK,511
BS,XK,708
KE,XK,1001
NZ,XK,1967
CO,XK,443
NC,XK,419
KI,XK,503
UG,XK,1114
KY,XK,1035
BN,XK,520
JM,XK,1611
IS,XK,22212
MT,XK,11496
CW,XK,791
AT,XK,124851
DO,XK,1033
GY,XK,758
BH,XK,1161
LV,XK,1776
VN,XK,116
TH,XK,234
BI,XK,658
SE,XK,66958
HN,XK,444
PL,XK,1568
BA,BI,521
AW,BI,818
AM,BI,253
AL,BI,914
BF,BI,66933
AR,BI,427
BD,BI,1813
AE,BI,10497
BB,BI,1333
AG,BI,3378
AU,BI,6135
BE,BI,25648
BG,BI,568
AZ,BI,984
AT,BI,1078
AO,BI,19853
BH,BI,2682
BO,CO,10131
BR,CO,3246
BA,CO,366
BS,CO,3322
CM,CO,965
BW,CO,493
AE,CO,1471
BB,CO,1422
BJ,CO,1980
BZ,CO,4962
AM,CO,210
AL,CO,601
BT,CO,339
AR,CO,10177
CA,CO,3082
BI,CO,657
AW,CO,125638
CL,CO,29668
CH,CO,3692
CD,CO,853
BY,CO,548
CG,CO,1195
BN,CO,344
BD,CO,512
BE,CO,1410
CF,CO,821
AU,CO,3537
BF,CO,832
AG,CO,2030
BG,CO,506
AZ,CO,342
CI,CO,1098
AO,CO,2418
AT,CO,1133
BH,CO,979
HU,KE,888
FJ,KE,2343
EE,KE,690
GT,KE,477
GF,KE,4739
GU,KE,781
IM,KE,3512
BR,KE,808
BB,KE,5752
IN,KE,1633
BO,KE,485
ES,KE,858
BW,KE,21747
BA,KE,709
JO,KE,2216
AG,KE,9003
AW,KE,1142
DZ,KE,3153
BI,KE,187017
IT,KE,1800
HR,KE,653
BN,KE,1083
BT,KE,1042
FI,KE,4607
GR,KE,1876
CO,KE,801
CM,KE,27527
HK,KE,538
AM,KE,287
DJ,KE,90121
HT,KE,21793
GA,KE,22227
FR,KE,1203
IS,KE,3359
AE,KE,27250
JP,KE,500
CL,KE,639
DE,KE,3180
GD,KE,9584
EG,KE,3071
AR,KE,509
CG,KE,34750
AL,KE,1672
CH,KE,3657
BY,KE,893
GP,KE,2903
ET,KE,50660
CV,KE,5682
DK,KE,2441
AU,KE,6250
GN,KE,27828
EC,KE,644
GH,KE,93295
BD,KE,2525
BJ,KE,40639
ID,KE,607
GE,KE,628
GM,KE,22799
CF,KE,37686
CA,KE,4115
JE,KE,5716
CD,KE,62223
GW,KE,25446
BF,KE,49277
GB,KE,4262
CR,KE,914
GQ,KE,21392
BS,KE,5199
BZ,KE,2151
CY,KE,5799
IE,KE,2255
BE,KE,2244
JM,KE,16240
BG,KE,633
CI,KE,45399
CZ,KE,432
AZ,KE,1340
AO,KE,25521
CW,KE,1564
AT,KE,2442
DO,KE,6951
