id,ctry,cit,reg,name,url,stat,date,prfs,lat,lon,prts,traf,avg,trgh,ipv6_avg,pch,updt,tc_rank,tw_rank,pc_rank,pr_rank,pw_rank,tr_rank,prts_url,q9,iata,regct
1064,"Saudi Arabia",Riyadh,Europe,"Internet Exchange of Saudi Arabia",http://www.ix.net.sa/,Unknown,20090100,0,24.72000,46.72000,0,0,0,0,0.000000,No,0000-00-00,,,,,,,,No,,383
1065,Bahrain,Manama,Europe,"Gateway Gulf Internet Exchange Bahrain",http://www.gatewaygulf.bh/content/internet-exchange,"Not an exchange",20090401,24,26.27000,50.65000,0,0,0,0,0.000000,No,0000-00-00,,,,,,,,No,BAH,383
1076,Poland,,Europe,"Silesian Internet Exchange",,Unknown,0,0,,,0,0,0,0,0.000000,No,0000-00-00,,,,,,,,No,,383
1105,Ireland,Cork,Europe,"Cork Neutral Internet Exchange",http://www.cnix.ie,Defunct,20090717,0,51.85000,-8.48000,0,0,0,0,0.000000,No,0000-00-00,,,,,,,http://www.cnix.ie/members.html,No,,383
1109,Brazil,,"Latin America",LNCC,http://www.lncc.br/frame.html,Unknown,0,0,,,0,0,0,0,0.000000,No,0000-00-00,,,,,,,,No,,137
1110,Brazil,"São Paulo","Latin America","An Academic Network at Sao Paulo",http://www.ansp.br/,"Not an exchange",0,0,-23.62000,-46.65000,0,0,0,0,0.000000,No,0000-00-00,,,,,,,http://www.ansp.br/index.php/us/participants,No,,137
1112,Panama,,"Latin America","NAP Panamericano S.A.",,Unknown,0,0,,,0,0,0,0,0.000000,No,0000-00-00,,,,,,,,No,,137
1117,Bahrain,Manama,Europe,"Bahrain Internet Exchange",http://www.bix.bh/,"Not an exchange",20030813,0,26.27000,50.65000,0,0,0,0,0.000000,No,0000-00-00,,,,,,,,No,,383
1135,Russia,Ulyanovsk,Europe,"Simbirsk Internet Exchange",http://simix.net.ru/,,0,0,54.32000,48.33000,0,0,0,0,0.000000,No,0000-00-00,,,,,,,http://simix.net.ru/,No,,383
1144,"United States",Medford,"North America","Southern Oregon Access Exchange",http://www.soax.org/,,0,0,42.33190,-122.86190,0,0,0,0,0.000000,No,0000-00-00,,,,,,,http://www.soax.org/members,No,,253
1195,Canada,Montreal,"North America","Peer1 Internet Exchange - Montreal",http://www.peer1.com/infrastructure/pix,"Not an exchange",20100000,0,45.47000,-73.75000,0,0,0,0,0.000000,No,0000-00-00,,,,,,,http://www.peer1.com/infrastructure/participants,No,,253
1207,Kenya,Mombasa,Africa,"AMS-IX East Africa",https://eastafrica.ams-ix.net,Defunct,20100800,0,-4.05000,39.66670,0,0,0,0,0.000000,No,2015-06-09,,,,,,,https://eastafrica.ams-ix.net/connected_parties,No,,81
1231,France,"Saint Etienne",Europe,"The Saint-Etienne Internet eXchange Point",http://www.saintetix.net/,Defunct,20110100,0,45.43470,4.39030,0,0,0,0,0.000000,No,0000-00-00,,,,,,,http://www.saintetix.net/en/members-area,No,,383
1237,Moldova,Chisinau,Europe,"Moldova Internet Exchange",http://www.moldtelecom.md/en/operators/exchange/,"Not an exchange",0,0,46.99985,28.78814,0,0,0,0,0.000000,No,0000-00-00,,,,,,,http://www.moldtelecom.md/common/PDF/PDF_content/Operatori/Internet_Exchange_lista_ro.pdf,No,,383
1239,Sweden,Boras,Europe,"Boras Internet Exchange",http://www.bor-ix.net/,,0,0,57.72100,12.93980,0,0,0,0,0.000000,No,0000-00-00,,,,,,,,No,,383
1261,Denmark,Copenhagen,Europe,"Copenhagen Internet Exchange",http://www.cophix.net/,Defunct,0,0,55.67000,12.57000,0,0,0,0,0.000000,No,0000-00-00,,,,,,,http://www.cophix.net/members,No,,383
1274,Brazil,Americana,"Latin America","Ponto de Troca de Trafego do Americana",http://ptt.br/adesao/ame/,Unknown,20101220,0,-22.75583,-47.26861,0,0,0,0,0.000000,No,2014-12-17,,,,,,,http://ame.ptt.br/particip.html,No,,137
1285,Pakistan,Karachi,Asia-Pacific,"PKIXP Karachi (ex ZPIX)",http://www.pkix.pk/index.html,Unknown,20110110,0,24.90000,67.13000,0,0,0,0,0.000000,No,0000-00-00,,,,,,,,No,,249
1288,"United States",Phoenix,"North America","Arizona Internet Exchange",http://arizonaix.net/,Defunct,20110000,0,33.45070,-112.06840,0,0,0,0,0.000000,No,2016-09-01,,,,,,,http://arizonaix.net/peers.pl,No,,253
1299,"British Virgin Islands","Road Town","Latin America","British Virgin Islands IXP",,Planned,0,0,18.41667,-64.61667,0,0,0,0,0.000000,No,0000-00-00,,,,,,,,No,,137
1303,Lesotho,Maseru,Africa,"Lesotho Internet Exchange",,,0,0,-29.32630,27.50110,0,0,0,0,0.000000,No,0000-00-00,,,,,,,,No,,81
1375,France,Valence,Europe,"The Ardèche and Drôme Internet eXchange Point ",http://www.adn-ix.net/en/,Defunct,20120000,0,44.93330,4.89170,0,0,0,0,0.000000,No,0000-00-00,,,,,,,http://www.adn-ix.net/en/adnix-members,No,,383
1383,Russia,Saratov,Europe,"Saratov Internet Exchange",http://saratov-ix.ru/,Unknown,20050000,0,51.53330,46.03330,0,0,0,0,0.000000,No,0000-00-00,,,,,,,http://saratov-ix.ru/members/,No,,383
1931,Chile,Santiago,"Latin America","PIT Chile - Santiago",HTTP://www.pitchile.cl/,Active,20160701,6630,-33.38000,-70.78000,117,4400000000,2440000000,565000000,0.000000,Yes,2021-04-03,1,4,1,8,82,2,https://www.pitchile.cl/wp/nuestros-miembros/,Yes,SCL,137
1588,Ukraine,Kiev,Europe,"Giganet Internet Exchange",https://giganet.ua/ru,Active,20120000,285308,50.40000,30.45000,103,2409350000,880000000,260000000,0.000000,Yes,2021-04-03,1,7,3,48,93,5,https://giganet.ua/ru/members,Yes,KBP,383
2022,Poland,Katowice,Europe,EPIX.Katowice,https://www.epix.net.pl/,Active,20130000,0,50.23000,19.03000,557,2300000000,100,130000000,0.000000,No,2021-04-03,1,8,1,4,6,6,https://www.epix.net.pl/o-epix/uczestnicy/,No,,383
2023,Poland,Warsaw,Europe,EPIX.Warszawa-KIX,https://www.epix.net.pl/,Active,20130000,0,52.23000,21.00000,446,2300000000,0,250000000,0.000000,No,2021-04-03,1,8,2,8,13,6,https://www.epix.net.pl/o-epix/uczestnicy/,No,,383
1902,Iran,Tehran,Europe,"Tehran IX",http://www.tehran-ix.ir/,Active,20160515,0,35.71028,51.42357,44,1358655089,766219647,231505602,0.000000,No,2021-07-11,1,17,1,99,205,10,http://www.tehran-ix.ir/members,No,,383
2211,"United States",Miami,"North America","FL-IX - The Florida Internet Exchange / Community IX - Florida",https://www.communityix.org/index.php/about-fl-ix/,Active,20150000,,25.83000,-80.29000,124,1240258852,908603483,435546658,51.062600,No,2021-07-11,2,23,10,11,73,2,https://www.communityix.org/index.php/about-fl-ix/fl-ix-networks/,No,,253
1875,"United States",Atlanta,"North America","Digital Realty Atlanta Internet Exchange",https://ix.digitalrealty.com/,Active,20070000,304786,33.86000,-84.40000,136,1080000000,0,450000000,0.000000,Yes,2021-04-03,3,28,8,9,67,4,http://tieatl-server1.telx.com/participants/,Yes,ATL,253
1550,Indonesia,Jakarta,Asia-Pacific,"OpenIXP Internet exchange Point",http://www.openixp.net/,Active,20050000,12,-6.17444,106.82944,1097,1033000000,600000000,300000000,0.000000,Yes,2017-10-25,1,29,1,1,2,5,http://www.openixp.net/routedasn.html,Yes,PCB,249
1623,Bulgaria,Sofia,Europe,NetIX,https://www.netix.net/,Active,20130101,775916,42.65000,23.38000,122,957790000,303,100000000,0.000000,Yes,2021-04-03,1,31,1,38,74,16,https://www.netix.net/members,Yes,SOF,383
1842,India,Mumbai,Asia-Pacific,"Mumbai Internet Exchange (Mumbai IX)",https://www.de-cix.in/locations/mumbai-ix,Active,20140814,56202,19.00000,72.80000,340,956340000,255,100000000,0.000000,Yes,2021-04-03,1,32,1,2,18,7,https://www.de-cix.in/connected-networks,Yes,BOM,249
1636,Poland,Warsaw,Europe,"TPIX - Internet Exchange",http://www.tpix.pl/en/,Active,20101100,0,52.23000,21.00000,214,947010000,350350000,90000000,0.000000,No,2021-04-03,3,33,4,24,40,17,http://www.tpix.pl/en/uczestnicy_en.html,No,,383
1778,"United States","New York","North America","DE-CIX New York",https://www.de-cix.net/en/locations/united-states/new-york,Active,20130000,460389,40.75000,-74.00000,255,915800000,430000000,270000000,0.000000,Yes,2021-04-03,4,34,3,3,29,5,https://www.de-cix.net/en/locations/united-states/new-york/connected-networks,Yes,LGA,253
1758,"Czech Republic",Prague,Europe,Peering.cz,https://www.peering.cz/,Active,20121017,272893,50.08000,14.43000,148,900000000,0,100000000,0.000000,Yes,2018-05-01,2,37,2,34,62,18,https://www.peering.cz/networks,Yes,PRG,383
2196,Netherlands,Dronten,Europe,"Speed Internet Exchange",https://speed-ix.net,Active,20170000,,,,140,730930000,0,0,0.000000,No,2021-04-03,3,42,3,35,64,21,https://speed-ix.net/members-and-partners/,No,,383
2004,India,Mumbai,Asia-Pacific,"Extreme IX Mumbai",https://extreme-ix.org/,Active,20160623,0,19.00000,72.80000,176,698416755,367704634,78484623,0.000000,No,2021-07-11,2,46,2,9,51,10,https://extreme-ix.org/members/peers/,No,,249
1975,India,"New Delhi",Asia-Pacific,"Extreme IX New Delhi",https://extreme-ix.org/,Active,20160623,0,28.58000,77.20000,126,609929712,354795985,76587555,0.000000,No,2021-12-15,3,47,3,16,71,11,http://extreme-ix.org/members/peers/,No,,249
1936,Spain,Madrid,Europe,"DE-CIX Madrid",https://www.de-cix.net/en/locations/spain/madrid,Active,20160601,250277,40.43000,-3.70000,209,605300000,201000000,72000000,0.000000,Yes,2021-04-03,2,48,1,25,43,23,https://www.de-cix.net/en/locations/spain/madrid/connected-networks,Yes,MAD,383
2127,Peru,Lima,"Latin America","Peru IX (PIT Peru sac) - Lima",https://www.pitperu.net/,Active,20180000,0,-12.00000,-77.12000,42,380000000,0,0,0.000000,Yes,2020-11-25,1,58,1,22,212,7,https://www.pitperu.net/participantes,No,LIM,137
1585,Australia,Sydney,Asia-Pacific,"IX Australia (Sydney NSW)",https://www.ix.asn.au/peering.html,Active,20130000,137458,-33.95000,151.17999,234,324000000,70300000,157000000,0.000000,Yes,2020-07-09,1,61,2,6,33,14,https://www.ix.asn.au/peers-nsw/,Yes,SYD,249
1616,Canada,Montreal,"North America","Quebec Internet Exchange",https://qix.ca/?lang=en,Active,20130100,132613,45.47000,-73.75000,73,306702000,90540000,42000000,0.000000,Yes,2021-04-03,2,63,2,21,131,9,https://qix.ca/members?lang=en,Yes,YUL,253
1832,Brazil,Curitiba,"Latin America","Ponto de Troca de Trafego do Curitiba",https://ix.br/adesao/pr,Active,20070000,0,-25.52000,-49.17000,163,294060000,107000000,20000000,0.000000,No,2021-04-03,7,65,5,6,56,10,https://ix.br/particip/pr,No,,137
1905,"United States",Detroit,"North America",DET-IX,http://www.detroitix.com/,Active,20150331,0,42.34453,-83.05988,41,279000000,89930000,40000000,0.000000,No,2021-04-03,8,70,30,33,216,10,http://www.detroitix.com/,No,,253
1935,"United States",Dallas,"North America","DE-CIX Dallas",https://www.de-cix.net/en/locations/united-states/dallas,Active,20161115,0,32.77000,-96.77000,97,227900000,83600000,47000000,0.000000,No,2021-04-03,10,76,13,14,98,12,https://www.de-cix.net/en/locations/united-states/dallas/connected-networks,No,DAL,253
1781,Denmark,Copenhagen,Europe,"Netnod Copenhagen",https://www.netnod.se/,Active,20140500,0,55.67000,12.57000,50,217577000,104220000,30000000,0.000000,No,2021-04-03,1,78,1,86,178,38,https://www.netnod.se/ix/networks,No,,383
1845,"United States",Miami,"North America","South Florida Internet Exchange",https://www.communityix.org/,Active,20140000,0,25.83000,-80.29000,101,216000000,0,0,0.000000,No,2017-10-12,11,79,12,13,95,13,https://www.communityix.org/index.php/about-fl-ix/fl-ix-networks/,No,,253
1895,Turkey,Istanbul,Europe,"DE-CIX Istanbul",https://www.de-cix.net/en/locations/turkey/istanbul,Active,20150000,14633,40.97000,28.82000,37,199400000,84500000,32000000,0.000000,Yes,2021-04-03,1,80,1,112,236,39,https://www.de-cix.net/en/locations/turkey/istanbul/connected-networks,Yes,IST,383
1919,Germany,Düsseldorf,Europe,"DE-CIX Düsseldorf",https://www.de-cix.net/en/locations/germany/dusseldorf,Active,20110000,252339,51.28000,6.76000,254,179400000,142100000,100000000,0.000000,Yes,2021-06-10,4,84,2,18,30,43,https://www.de-cix.net/en/locations/germany/dusseldorf/connected-networks,No,,383
1656,France,Marseille,Europe,"France-IX Marseille",https://www.franceix.net/en/,Active,20110000,344840,43.45000,5.23000,447,157050000,93400000,35000000,0.000000,Yes,2021-04-03,3,90,1,6,11,47,https://www.franceix.net/en/france-ix-marseille/members-in-marseille/,Yes,MRS,383
1916,Australia,Sydney,Asia-Pacific,"Megaport IX Sydney",https://www.megaport.com/marketplace/,Active,20130900,122265,-33.95000,151.17999,309,148000000,0,48000000,0.000000,Yes,0000-00-00,2,94,1,3,19,17,https://www.megaport.com/services/internet-exchange/#connected-networks,Yes,SYD,249
1880,"New Zealand",Auckland,Asia-Pacific,"Auckland Internet Exchange",https://ix.nz/,Active,20141107,0,-37.02000,174.80000,73,146600000,0,26000000,0.000000,No,2018-10-08,1,95,4,29,131,18,https://ix.nz/service/peering/,No,,249
1472,Australia,Brisbane,Asia-Pacific,"IX Australia (Brisbane QLD)",https://www.ix.asn.au/peering/,Active,20110000,0,-27.38000,153.10001,84,136770000,17300000,12800000,0.000000,No,2020-12-23,3,100,9,24,114,19,https://www.ix.asn.au/peers-qld/,No,,249
1901,"United States",Denver,"North America","Interconnection eXchange Denver",https://ix-denver.org/,Active,20150000,234189,39.75000,-105.00000,46,133299414,82676533,43310410,0.000000,Yes,2021-07-11,15,101,26,29,196,17,https://ix-denver.org/members/,Yes,DEN,253
1860,Russia,Ufa,Europe,"DataIX Ufa",http://www.dataix.ru/,Active,20130000,0,54.73880,55.97210,94,130000000,0,20000000,0.000000,No,2020-02-13,3,102,9,52,102,51,http://www.dataix.ru/eng/members/,No,,383
2172,"United States",Atlanta,"North America","Community IX - Atlanta",http://www.communityix.org,Active,20190000,,33.86000,-84.40000,3,114367969,83520161,49970193,5.978830,No,2021-07-11,16,104,91,105,631,18,https://www.communityix.org/index.php/cix-atl/cix-atl-networks-traffic/,No,,253
2002,"United States",McAllen,"North America","MEX-IX McAllen",https://www.mdcdatacenters.com/services/interconnection/internet-exchange-point/,Active,20171000,0,26.17580,-98.23860,111,114000000,0,0,0.000000,No,0000-00-00,17,105,11,12,84,19,,No,,253
1847,"United States",Chicago,"North America","AMS-IX Chicago",https://chi.ams-ix.net/,Active,20141007,122032,41.85000,-87.65000,25,102691000,64004000,20065000,0.318730,Yes,2021-04-03,18,109,39,44,283,20,https://chi.ams-ix.net/connected_parties,Yes,ORD,253
2225,Australia,Sydney,Asia-Pacific,"EdgeIX Sydney",https://www.edgeix.net/,Active,,,-33.95000,151.17999,71,99187646,66018441,28135296,5.427780,No,2021-07-11,5,113,10,30,136,22,,No,,249
1894,France,Marseille,Europe,"DE-CIX Marseille",https://www.de-cix.net/en/locations/france/marseille,Active,20150900,0,43.45000,5.23000,101,97100000,43000000,19000000,0.000000,Yes,2021-04-03,4,114,4,50,95,56,https://www.de-cix.net/en/locations/france/marseille/connected-networks,Yes,MRS,383
1900,"United States",Omaha,"North America",OmahaIX,http://www.omahaix.com/,Active,20140100,0,41.25240,-95.99800,20,88790000,80530000,50000000,0.000000,No,2021-04-03,19,117,49,55,322,21,http://www.omahaix.com/?page=participants&v=all,No,,253
1867,Russia,Krasnodar,Europe,"Sea-IX Internet exchange",http://sea-ix.ru/,Active,20121008,0,45.03930,38.98720,47,84730000,32100000,7350000,0.000000,No,2021-04-03,5,120,19,92,188,60,http://sea-ix.ru/participants.shtml,No,,383
1474,Tunisia,Tunis,Africa,"Tunisian Internet Exchange Point",http://www.ati.tn/?page_id=1618&lang=en,Active,20110000,1426,36.81881,10.16596,5,0,0,0,0.000000,Yes,2015-03-05,1,121,1,30,466,5,,Yes,TUN,81
2233,"South Korea",Seoul,Asia-Pacific,"Korea Internet Exchange (SejongTelecom)",https://www.sejongtelecom.net/en/pages/service/data_network_nix,Active,20170400,,37.50000,126.93000,17,70000000,0,0,0.000000,No,0000-00-00,2,126,4,73,340,24,,No,,249
2012,Lithuania,Vilnius,Europe,"Baltic Internet Exchange",https://www.balt.net/other-services/balt-ix-internet-exchange/,Active,20170000,0,54.63000,25.28000,53,69170000,35000000,10000000,0.000000,No,2021-04-03,1,128,1,80,168,64,https://www.balt.net/other-services/balt-ix-internet-exchange/,No,,383
2061,Philippines,Manila,Asia-Pacific,GetaFIX,https://getafix.ph/,Active,20180000,0,14.58000,120.95000,41,67542497,46957602,15103165,0.000000,Yes,2021-07-11,2,131,2,50,216,27,,No,MNL2,249
2028,"Saudi Arabia",Riyadh,Europe,"Saudi Arabia Internet Exchange",https://www.saix.sa,Active,20170500,0,24.72000,46.72000,12,66900000,54600000,49600000,0.000000,Yes,2020-09-07,1,133,1,181,407,65,https://www.saix.sa/members/member-list/,Yes,RUH,383
1948,India,Mumbai,Asia-Pacific,"AMS-IX India",https://ams-ix.in/,Active,20170202,0,19.00000,72.80000,47,63445000,22600000,6000000,0.000000,No,2021-04-03,4,135,4,41,188,28,https://ams-ix.in/connected_parties,No,,249
1990,Germany,Berlin,Europe,Community-IX,https://www.community-ix.de/,Active,20160000,0,52.38000,13.52000,38,61811732,51470936,37914744,0.000000,No,2021-07-11,7,136,16,106,228,67,https://www.community-ix.de/peers/,No,,383
1913,China,Beijing,Asia-Pacific,"CHN IX",http://www.chn-ix.net/,Active,20151201,0,39.93000,116.28000,20,60000000,0,0,0.000000,No,0000-00-00,3,139,5,67,322,31,,No,,249
2180,Kyrgyzstan,Bishkek,Asia-Pacific,SR-IX,sr-ix.asia,Active,20190911,,42.87679,74.45178,9,57500000,0,16600000,0.000000,No,0000-00-00,1,142,1,99,466,32,"ElCat Ltd.",No,,249
1461,Canada,Calgary,"North America","Calgary Internet Exchange",https://www.yycix.ca/,Active,20130103,232142,51.05440,-114.06690,38,55600000,36900000,19600000,0.000000,Yes,2020-12-03,3,143,4,37,228,24,https://yycix.ca/peers.html,Yes,YYC,253
1802,Canada,Vancouver,"North America","Vancouver Internet Exchange",http://www.vanix.ca/,Active,20131130,0,49.18000,-123.17000,63,50000000,0,23000000,0.000000,No,2018-10-22,4,146,3,27,148,26,http://www.vanix.ca/participants/,No,,253
1883,"United States",Chicago,"North America","United IX Chicago",https://unitedix.net/,Active,20140000,240155,41.85000,-87.65000,40,48000000,0,0,0.000000,Yes,0000-00-00,23,147,32,35,221,27,https://unitedix.net/location/chicago/networks,Yes,ORD,253
1808,Brazil,Lajeado,"Latin America","Ponto de Troca de Trafego do Lajeado",https://ix.br/adesao/laj,Active,20130300,0,-29.45960,-51.96490,32,46450000,17300000,4000000,0.000000,No,2021-04-03,10,149,22,28,250,14,https://ix.br/particip/laj,No,,137
1866,Thailand,Bangkok,Asia-Pacific,"Bangkok Neutral Internet Exchange",https://bknix.co.th/en/index.php,Active,20150209,14594,13.92000,100.60000,37,44547107,25004075,9467195,0.119660,Yes,2021-07-06,1,150,1,54,236,33,https://bknix.co.th/en/members,Yes,BKK,249
1890,Italy,Palermo,Europe,"DE-CIX Palermo",https://www.de-cix.net/en/locations/italy/palermo,Active,20150902,0,38.18000,13.10000,24,43600000,1600000,900000,0.000000,No,2021-04-03,6,153,6,137,289,73,https://www.de-cix.net/en/locations/italy/palermo/connected-networks,No,,383
1906,Cambodia,"Phnom Penh",Asia-Pacific,"Cambodian Network Exchange",http://cnx.net.kh/,Active,20081201,7745,11.55000,104.85000,29,42000000,3500000,2000000,0.000000,Yes,2021-04-03,1,155,1,59,259,34,http://cnx.net.kh/member/,Yes,PNH,249
1872,"United States","Salt Lake City","North America","Salt Lake Internet Exchange",http://www.slix.net/,Active,20140000,0,40.77000,-111.90000,27,39517117,30156023,11730745,0.000000,No,2021-07-11,25,157,38,43,267,29,http://www.slix.net/,No,,253
1576,Lithuania,Vilnius,Europe,"Lithuania Internet Exchange",http://www.lixp.lt/en,Active,20100000,177403,54.63000,25.28000,18,37000000,27000000,19000000,0.000000,Yes,2019-06-03,2,159,3,151,335,75,http://lixp.lt/en/network/member,Yes,VNO,383
2210,Australia,Melbourne,Asia-Pacific,"EdgeIX Melbourne",https://www.edgeix.net/,Active,,,-37.82000,144.97000,32,36375884,22147616,6492782,0.000000,No,2021-07-11,7,161,15,57,250,35,,No,,249
1958,Australia,Melbourne,Asia-Pacific,"Megaport IX Melbourne",https://www.megaport.com/megaport-exchange/,Active,20130900,210901,-37.82000,144.97000,157,36000000,23300000,10000000,0.000000,Yes,0000-00-00,8,162,4,11,58,36,https://www.megaport.com/services/ix-connected-networks/,Yes,SYD,249
1879,"New Zealand",Auckland,Asia-Pacific,"MegaPort-IX Auckland",https://www.megaport.com/,Active,20141120,104338,-37.02000,174.80000,96,36000000,12400000,10000000,0.000000,Yes,0000-00-00,2,162,1,20,100,36,,Yes,SYD,249
2133,"United States","St. Louis","North America","Saint Louis Internet Exchange",http://www.stlix.net/,Active,20190000,0,38.58000,-90.20000,23,32000000,0,2000000,0.000000,No,2021-04-03,26,167,44,50,294,30,,No,,253
1915,Singapore,Singapore,Asia-Pacific,"MegaPort IX Singapore",https://www.megaport.com/,Active,0,0,1.37000,103.98000,41,30000000,15000000,8500000,0.000000,Yes,0000-00-00,3,170,4,50,216,38,https://www.megaport.com/services/internet-exchange/,Yes,QPG,249
2217,Australia,Perth,Asia-Pacific,"EdgeIX Perth",https://www.edgeix.net/,Active,,,-31.93000,115.95000,47,29817485,17669853,7101099,26.033040,No,2021-07-11,9,171,13,41,188,39,,No,,249
2150,"United States",Davenport,"North America","Quad Cities Internet Exchange",https://www.qcix.net/,Active,20200111,,41.54119,-90.65902,41,28730845,20651909,8186358,22.311110,Yes,2021-07-11,27,172,30,33,216,31,https://www.qcix.net/,Yes,DVN,253
2171,Kazakhstan,Astana,Europe,"Kazakhstan Internet Exchange",http://sts.kz/,Active,,,51.14761,71.19920,13,28400000,0,0,0.000000,No,2021-04-03,1,174,1,170,385,79,"State Technical Service KZ",No,,383
1891,"United States",Indianapolis,"North America",Midwest-IX,https://www.midwest-ix.com/,Active,20150000,984653,39.77511,-86.10947,25,28000000,0,4000000,0.000000,Yes,2020-01-17,28,175,39,44,283,32,https://www.midwest-ix.com/members.html,Yes,ORD,253
1484,"United States",Phoenix,"North America",Phoenix-IX,http://phoenix-ix.net/,Active,20120901,120287,33.45070,-112.06840,64,16900000,0,0,0.000000,Yes,2017-05-04,29,176,24,26,145,33,http://phoenix-ix.net/participants.html,Yes,PHX,253
2083,Kuwait,Kuwait,Europe,"Kuwait Internet Exchange",https://ix.kw/,Active,20180000,0,29.22000,47.98000,17,24500000,0,0,0.000000,No,2021-04-03,1,181,1,154,340,81,,No,,383
1443,Brazil,Natal,"Latin America","Ponto de Troca de Trafego do Natal",https://ix.br/adesao/nat,Active,20110600,0,-5.76670,-35.20000,50,23630000,8730000,3000000,0.000000,No,2021-04-03,14,186,16,19,178,19,https://ix.br/particip/nat,No,,137
1442,Brazil,Manaus,"Latin America","Ponto de Troca de Trafego do Manaus",https://ix.br/adesao/mao,Active,20130100,0,-3.12920,-60.02140,55,22820000,1290000,220000,0.000000,No,2021-04-03,15,190,15,18,164,20,https://ix.br/particip/mao,No,,137
1986,Denmark,Copenhagen,Europe,"STHIX - Copenhagen",https://www.sthix.net/,Active,20170915,0,55.67000,12.57000,26,22162528,12777411,5163883,0.000000,No,2021-07-11,3,191,3,130,276,84,https://www.sthix.net/index.php/connected-networks-cph/,No,,383
1806,"Costa Rica","San Jose","Latin America","Punto de Intercambio Neutro de Internet",https://www.crix.cr/,Active,20140429,1158,9.93504,-84.08300,33,21585438,6283754,1989099,0.000000,Yes,2021-07-09,1,193,1,27,248,21,https://www.crix.cr/miembros,Yes,SJO,137
1473,Australia,Adelaide,Asia-Pacific,"IX Australia (Adelaide SA)",https://www.ix.asn.au/peering/,Active,20130227,0,-34.93000,138.52000,50,21410000,5910000,1940000,0.000000,No,2020-07-09,10,194,12,39,178,45,https://www.ix.asn.au/peers-sa/,No,,249
1840,"South Africa",Durban,Africa,"NAPAfrica Durban",https://www.napafrica.net/,Active,20140000,10700,-29.97000,30.95000,104,21335379,14748462,6247881,0.000000,Yes,2021-07-11,6,195,4,4,90,11,https://www.napafrica.net/peering-clients/,Yes,DUR,81
2207,Nepal,Lalitpur,Asia-Pacific,"Nepal Internet Exchange - Jawalakhel",https://www.npix.net.np,Active,,,27.66440,85.31879,23,21250077,4837502,365914,33.074920,No,2021-07-11,2,196,2,64,294,46,https://www.npix.net.np/members,No,,249
1856,Germany,Dortmund,Europe,"Dortmund Internet exchange",https://www.do-ix.net/,Active,20130901,0,51.51610,7.46830,9,20941568,11346656,2576499,0.000000,Yes,2021-07-11,10,198,23,200,466,86,https://www.do-ix.net/members/,No,DTM,383
1951,Spain,Valencia,Europe,"Neutral Internet Exchange Valencia",https://www.nixval.com/internet-exchange/,Active,20090000,0,39.40797,-0.50160,28,20700000,10000000,4000000,0.000000,No,2019-09-25,4,199,4,123,263,87,https://www.nixval.com/internet-exchange/,No,,383
1499,Armenia,Yerevan,Europe,"Armenian Internet Traffic Exchange",http://www.armix.am/eng/index.php,Active,20100000,2547,40.13000,44.47000,8,20000000,0,0,0.000000,Yes,0000-00-00,1,200,1,206,486,88,http://www.armix.am/eng/members.php,Yes,EVN,383
2250,Spain,Malaga,Europe,"Startnix IXPlay Peers",https://www.startnix.com/ixp-inicio,Active,20190000,,,,16,20000000,0,0,0.000000,Yes,0000-00-00,5,200,5,157,349,88,https://www.startnix.com/ixp-redes,No,AGP,383
1516,Finland,Espoo,Europe,"Finnish Communication and Internet Exchange Espoo",https://www.ficix.fi/,Active,19930000,0,60.21000,24.66000,12,19100000,0,0,0.000000,No,0000-00-00,2,205,3,181,407,92,https://www.ficix.fi/membership/,No,,383
2062,Portugal,Lisbon,Europe,"DE-CIX Lisbon",https://www.de-cix.net/en/locations/portugal/Lisbon,Active,20190000,0,38.73000,-9.15000,51,18400000,7300000,2000000,0.000000,Yes,2021-03-23,2,207,1,84,174,94,https://www.de-cix.net/en/locations/portugal/Lisbon/connected-networks,No,,383
1446,Brazil,Vitória,"Latin America","Ponto de Troca de Trafego do Vitória",https://ix.br/adesao/vix,Active,20120000,0,-20.31890,-40.33780,62,18220000,4910000,400000,0.000000,No,2021-04-03,17,208,14,17,150,24,https://ix.br/particip/vix,No,,137
2000,Netherlands,Amsterdam,Europe,"Asteroid Amsterdam IXP",https://www.asteroidhq.com/ixp-locations/1,Active,20170000,0,52.30000,4.77000,34,18000000,16500000,15000000,0.000000,No,0000-00-00,5,209,8,115,241,95,https://www.asteroidhq.com/ixp-locations/1/networks-connected,No,,383
1956,"United States",Ashburn,"North America","Megaport IX Ashburn",https://www.megaport.com/,Active,20161104,0,39.02000,-77.46000,34,18000000,10400000,7000000,0.000000,No,0000-00-00,30,209,34,38,241,34,https://www.megaport.com/services/ix-connected-networks/,No,,253
1841,"United States","San Francisco","North America","AMS-IX Bay Area",https://bay.ams-ix.net/,Active,20140910,200431,37.78000,-122.43000,25,17464200,15549900,10443400,0.963990,Yes,2021-04-03,31,211,39,44,283,35,https://bay.ams-ix.net/connected_parties,Yes,SFO,253
1962,Iran,Shiraz,Europe,"Shiraz IX",http://www.shiraz-ix.ir/,Active,20160000,0,29.59177,52.58370,10,17239789,10473920,4618411,0.000000,No,2021-07-11,2,212,2,187,431,96,http://www.shiraz-ix.ir/members,No,,383
