Year,Economy,Economy Label,Partner,Partner Label,Flow,Flow Label,Category,Category Label,US dollars at current prices in millions,US dollars at current prices in millions Footnote,Growth rate (over previous period),Growth rate (over previous period) Footnote,Percentage of total world,Percentage of total world Footnote,Percentage of total trade in services,Percentage of total trade in services Footnote
2018,562,"Niger",0000,"World",01,"Imports",SDDL,"Digitally-deliverable services",159.372,,-3.95632,"Estimated",,,14.67249,
2018,562,"Niger",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",98.643,"Estimated",-5.03134,"Estimated",0.003205,"Estimated",39.94355,"Estimated"
2018,566,"Nigeria",0000,"World",01,"Imports",SDDL,"Digitally-deliverable services",14604.817,,96.07568,,,,47.28978,
2018,566,"Nigeria",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",1057.717,,51.24806,,0.034371,,21.95447,
2018,579,"Norway",0000,"World",01,"Imports",SDDL,"Digitally-deliverable services",20756.385,,2.41013,,,,39.32378,
2018,579,"Norway",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",16483.273,,6.26114,,0.535635,,37.08818,
2018,583,"Micronesia (Federated States of)",0000,"World",01,"Imports",SDDL,"Digitally-deliverable services",9.513,"Estimated",11.29001,"Estimated",,,10.92357,"Estimated"
2018,583,"Micronesia (Federated States of)",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",38.173,"Estimated",177.26007,"Estimated",0.00124,"Estimated",39.99919,"Estimated"
2018,586,"Pakistan",0000,"World",01,"Imports",SDDL,"Digitally-deliverable services",3874,,4.58963,,,,37.0725,
2018,586,"Pakistan",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",2647,,3.92619,,0.086016,,50.64013,
2018,591,"Panama",0000,"World",01,"Imports",SDDL,"Digitally-deliverable services",1575.574,,-3.53987,,,,31.90321,
2018,591,"Panama",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",2210.385,,-3.87445,,0.071828,,16.03791,
2018,598,"Papua New Guinea",0000,"World",01,"Imports",SDDL,"Digitally-deliverable services",1062.468,"Estimated",8.99701,"Estimated",,,65.18884,"Estimated"
2018,598,"Papua New Guinea",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",308.435,"Estimated",59.06008,"Estimated",0.010023,"Estimated",79.40944,"Estimated"
2018,600,"Paraguay",0000,"World",01,"Imports",SDDL,"Digitally-deliverable services",121.61,,0,,,,9.4972,
2018,600,"Paraguay",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",46.6,"Estimated",0,"Estimated",0.001514,"Estimated",3.9704,"Estimated"
2018,604,"Peru",0000,"World",01,"Imports",SDDL,"Digitally-deliverable services",4106.957,,12.54465,,,,41.48022,
2018,604,"Peru",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",1629.657,,-19.82437,,0.052957,,22.12804,"Estimated"
2018,608,"Philippines",0000,"World",01,"Imports",SDDL,"Digitally-deliverable services",8669.731,,0.10749,,,,32.36307,
2018,608,"Philippines",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",23075.051,,6.76125,,0.749839,,60.07301,
2018,616,"Poland",0000,"World",01,"Imports",SDDL,"Digitally-deliverable services",21316.134,,15.91373,,,,48.62739,
2018,616,"Poland",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",26185.386,,22.37748,,0.850912,,37.73974,
2018,620,"Portugal",0000,"World",01,"Imports",SDDL,"Digitally-deliverable services",7783.672,,12.54736,,,,40.94552,
2018,620,"Portugal",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",8218.261,,10.99862,,0.267058,,21.13591,
2018,624,"Guinea-Bissau",0000,"World",01,"Imports",SDDL,"Digitally-deliverable services",28.335,,-11.37449,"Estimated",,,17.08987,
2018,624,"Guinea-Bissau",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",17.561,,13.53116,"Estimated",0.000571,,42.96164,
2018,626,"Timor-Leste",0000,"World",01,"Imports",SDDL,"Digitally-deliverable services",35.24,,-14.98601,,,,7.89156,
2018,626,"Timor-Leste",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",1.851,,-5.46476,,6E-05,,1.90299,
2018,634,"Qatar",0000,"World",01,"Imports",SDDL,"Digitally-deliverable services",8937.225,"Estimated",11.73758,"Estimated",,,27.4959,"Estimated"
2018,634,"Qatar",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",1737.527,"Estimated",52.61377,"Estimated",0.056462,"Estimated",9.50896,"Estimated"
2018,642,"Romania",0000,"World",01,"Imports",SDDL,"Digitally-deliverable services",8634.942,,16.9833,,,,47.39352,
2018,642,"Romania",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",11993.068,,22.335,,0.389723,,42.69316,
2018,643,"Russian Federation",0000,"World",01,"Imports",SDDL,"Digitally-deliverable services",35816.2,,2.79428,,,,37.87501,
2018,643,"Russian Federation",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",20919.3,,7.1993,,0.679787,,32.36994,
2018,646,"Rwanda",0000,"World",01,"Imports",SDDL,"Digitally-deliverable services",92.74,"Estimated",-4.25554,"Estimated",,,8.41112,"Estimated"
2018,646,"Rwanda",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",57.336,"Estimated",9.92121,"Estimated",0.001863,"Estimated",6.25412,"Estimated"
2018,659,"Saint Kitts and Nevis",0000,"World",01,"Imports",SDDL,"Digitally-deliverable services",142.658,,23.8232,,,,58.44924,
2018,659,"Saint Kitts and Nevis",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",41.552,,3.45583,,0.00135,,7.26817,
2018,660,"Anguilla",0000,"World",01,"Imports",SDDL,"Digitally-deliverable services",73.92,,-25.75677,,,,64.19661,
2018,660,"Anguilla",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",116.804,,-1.93191,,0.003796,,51.09782,
2018,662,"Saint Lucia",0000,"World",01,"Imports",SDDL,"Digitally-deliverable services",237.91,,8.00737,,,,59.82884,
2018,662,"Saint Lucia",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",43.68,,2.91935,,0.001419,,4.05583,
2018,670,"Saint Vincent and the Grenadines",0000,"World",01,"Imports",SDDL,"Digitally-deliverable services",50.283,,1.44793,,,,35.97072,
2018,670,"Saint Vincent and the Grenadines",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",26.6,,2.46533,,0.000864,,9.64995,
2018,678,"Sao Tome and Principe",0000,"World",01,"Imports",SDDL,"Digitally-deliverable services",15.889,,13.12117,,,,24.72188,
2018,678,"Sao Tome and Principe",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",0.726,,-62.71186,,2.4E-05,,0.88316,
2018,682,"Saudi Arabia",0000,"World",01,"Imports",SDDL,"Digitally-deliverable services",16265.976,"Estimated",5.9786,"Estimated",,,19.40064,"Estimated"
2018,682,"Saudi Arabia",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",676.39,"Estimated",-37.87708,"Estimated",0.02198,"Estimated",3.4418,"Estimated"
2018,686,"Senegal",0000,"World",01,"Imports",SDDL,"Digitally-deliverable services",471.733,,5.10306,,,,27.78496,
2018,686,"Senegal",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",449.149,,-7.1753,,0.014595,,31.60915,
2018,688,"Serbia",0000,"World",01,"Imports",SDDL,"Digitally-deliverable services",2532.465,,24.92909,,,,37.2585,
2018,688,"Serbia",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",3476.125,,26.31713,,0.112959,,38.74456,
2018,690,"Seychelles",0000,"World",01,"Imports",SDDL,"Digitally-deliverable services",380.46,,39.53591,,,,56.80356,
2018,690,"Seychelles",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",358.861,,35.50055,,0.011661,,32.45481,
2018,694,"Sierra Leone",0000,"World",01,"Imports",SDDL,"Digitally-deliverable services",186.038,,5.79177,,,,46.07205,
2018,694,"Sierra Leone",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",47.174,,3.60853,,0.001533,,40.57141,
2018,702,"Singapore",0000,"World",01,"Imports",SDDL,"Digitally-deliverable services",104490.618,,7.74451,,,,52.10721,
2018,702,"Singapore",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",112459.16,,18.65218,,3.654435,,55.50191,
2018,703,"Slovakia",0000,"World",01,"Imports",SDDL,"Digitally-deliverable services",4674.455,,12.91418,,,,42.63511,
2018,703,"Slovakia",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",4484.084,,14.76717,,0.145713,,37.1934,
2018,704,"Viet Nam",0000,"World",01,"Imports",SDDL,"Digitally-deliverable services",2436,,-3.10263,,,,13.52206,
2018,704,"Viet Nam",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",1330,,3.90625,,0.043219,,5.39603,
2018,705,"Slovenia",0000,"World",01,"Imports",SDDL,"Digitally-deliverable services",2902.55,,9.90008,,,,46.50609,
2018,705,"Slovenia",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",2526.77,,10.54219,,0.082109,,26.86826,
2018,710,"South Africa",0000,"World",01,"Imports",SDDL,"Digitally-deliverable services",5877.514,,-4.21524,,,,35.61598,
2018,710,"South Africa",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",4308.02,,3.26263,,0.139992,,26.9775,
2018,724,"Spain",0000,"World",01,"Imports",SDDL,"Digitally-deliverable services",41613.717,,13.41426,,,,50.14613,"Estimated"
2018,724,"Spain",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",48766.861,,7.13133,,1.584712,,31.18878,"Estimated"
2018,728,"South Sudan",0000,"World",01,"Imports",SDDL,"Digitally-deliverable services",163.21,,-13.09834,,,,10.74726,
2018,728,"South Sudan",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",87.11,,-19.86348,,0.002831,,58.77868,
2018,729,"Sudan",0000,"World",01,"Imports",SDDL,"Digitally-deliverable services",258.272,"Estimated",-30.74778,"Estimated",,,22.03233,"Estimated"
2018,729,"Sudan",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",32.601,"Estimated",-89.80649,"Estimated",0.001059,"Estimated",2.15754,"Estimated"
2018,740,"Suriname",0000,"World",01,"Imports",SDDL,"Digitally-deliverable services",317.664,,30.11817,,,,52.08981,
2018,740,"Suriname",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",63.338,,-1.34883,,0.002058,,41.91072,
2018,748,"Eswatini",0000,"World",01,"Imports",SDDL,"Digitally-deliverable services",105.903,,4.17474,,,,40.9132,
2018,748,"Eswatini",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",21.066,,-69.29244,,0.000685,,29.64203,
2018,752,"Sweden",0000,"World",01,"Imports",SDDL,"Digitally-deliverable services",39635.486,,3.22126,,,,54.46044,
2018,752,"Sweden",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",46384.53,,-0.6404,,1.507296,,62.23661,
2018,757,"Switzerland, Liechtenstein",0000,"World",01,"Imports",SDDL,"Digitally-deliverable services",72921.011,,-1.53787,,,,68.76814,
2018,757,"Switzerland, Liechtenstein",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",87179.095,,2.94217,,2.832943,,68.73037,
2018,762,"Tajikistan",0000,"World",01,"Imports",SDDL,"Digitally-deliverable services",34.572,,51.09479,,,,7.55123,
2018,762,"Tajikistan",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",9.363,,30.56756,,0.000304,,3.86548,
2018,764,"Thailand",0000,"World",01,"Imports",SDDL,"Digitally-deliverable services",23340.599,,24.5449,,,,42.48449,
2018,764,"Thailand",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",12716.401,,15.7059,,0.413228,,16.41384,
2018,768,"Togo",0000,"World",01,"Imports",SDDL,"Digitally-deliverable services",88.099,,5.66723,,,,18.92836,
2018,768,"Togo",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",209.466,,18.42935,,0.006807,,33.68195,
2018,776,"Tonga",0000,"World",01,"Imports",SDDL,"Digitally-deliverable services",29.724,,12.44184,,,,28.23704,
2018,776,"Tonga",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",19.512,,74.76041,,0.000634,,21.55998,
2018,780,"Trinidad and Tobago",0000,"World",01,"Imports",SDDL,"Digitally-deliverable services",1639.713,,-23.82431,,,,65.23214,
2018,780,"Trinidad and Tobago",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",156.844,,0.46182,,0.005097,,19.28977,
2018,784,"United Arab Emirates",0000,"World",01,"Imports",SDDL,"Digitally-deliverable services",35350.442,"Estimated",-1.73999,"Estimated",,,48.87971,"Estimated"
2018,784,"United Arab Emirates",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",18092.047,"Estimated",3.08211,"Estimated",0.587913,"Estimated",25.1869,"Estimated"
2018,788,"Tunisia",0000,"World",01,"Imports",SDDL,"Digitally-deliverable services",385.362,,2.95456,,,,11.98085,
2018,788,"Tunisia",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",515.477,,-4.7899,,0.016751,,13.372,
2018,792,"Turkey",0000,"World",01,"Imports",SDDL,"Digitally-deliverable services",12045,,-2.72169,,,,43.12567,
2018,792,"Turkey",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",6281,,1.98084,,0.204105,,10.64161,
2018,796,"Turks and Caicos Islands",0000,"World",01,"Imports",SDDL,"Digitally-deliverable services",8.345,"Estimated",25.14997,"Estimated",,,11.21549,"Estimated"
2018,796,"Turks and Caicos Islands",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",0,"Estimated",,,0,"Estimated",0,"Estimated"
2018,800,"Uganda",0000,"World",01,"Imports",SDDL,"Digitally-deliverable services",840.7,,38.74197,,,,33.02137,
2018,800,"Uganda",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",289.693,,10.43328,,0.009414,,14.55187,
2018,804,"Ukraine",0000,"World",01,"Imports",SDDL,"Digitally-deliverable services",3420,,21.31962,,,,23.67273,
2018,804,"Ukraine",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",5979,,22.1201,,0.194292,,37.85615,
2018,807,"North Macedonia",0000,"World",01,"Imports",SDDL,"Digitally-deliverable services",599.747,,37.79653,,,,42.28707,
2018,807,"North Macedonia",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",538.529,,21.12854,,0.0175,,29.10433,
2018,818,"Egypt",0000,"World",01,"Imports",SDDL,"Digitally-deliverable services",6709.823,,10.06205,,,,35.89539,
2018,818,"Egypt",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",1613.7,,8.78387,"Estimated",0.052438,,6.84534,
2018,834,"Tanzania, United Republic of",0000,"World",01,"Imports",SDDL,"Digitally-deliverable services",422.929,,30.39801,,,,19.84433,
2018,834,"Tanzania, United Republic of",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",321.732,,-23.32266,,0.010455,,8.01391,
2018,842,"United States of America",0000,"World",01,"Imports",SDDL,"Digitally-deliverable services",294724,,-0.99235,,,,52.43556,
2018,842,"United States of America",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",516857,,3.05338,,16.795613,,59.9301,
2018,854,"Burkina Faso",0000,"World",01,"Imports",SDDL,"Digitally-deliverable services",520.024,,9.38984,,,,34.60446,
2018,854,"Burkina Faso",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",190.086,,15.8517,,0.006177,,34.12044,
2018,858,"Uruguay",0000,"World",01,"Imports",SDDL,"Digitally-deliverable services",1673.08,,6.41161,,,,41.53998,
2018,858,"Uruguay",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",1867.243,,-0.66779,,0.060677,,38.40591,
2018,860,"Uzbekistan",0000,"World",01,"Imports",SDDL,"Digitally-deliverable services",351.626,,9.98555,,,,6.77363,
2018,860,"Uzbekistan",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",253.468,,-2.19067,,0.008237,,9.21854,
2018,882,"Samoa",0000,"World",01,"Imports",SDDL,"Digitally-deliverable services",40.524,,-5.79966,,,,42.32629,
2018,882,"Samoa",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",34.554,,-16.77068,,0.001123,,13.11516,
2018,894,"Zambia",0000,"World",01,"Imports",SDDL,"Digitally-deliverable services",311.369,,10.90377,,,,18.56119,
2018,894,"Zambia",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",121.653,,-5.02315,,0.003953,,12.76252,
2018,926,"United Kingdom",0000,"World",01,"Imports",SDDL,"Digitally-deliverable services",145029.254,,15.52985,,,,55.09803,
2018,926,"United Kingdom",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",302955.897,,10.43951,,9.844754,,73.99713,
2019,0000,"World",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",3192585.923,,3.74521,,100,,51.96237,
2019,004,"Afghanistan",0000,"World",01,"Imports",SDDL,"Digitally-deliverable services",88.461,,-34.43256,,,,7.01282,"Estimated"
2019,004,"Afghanistan",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",224.399,,-29.25512,,0.007029,,32.20485,"Estimated"
2019,008,"Albania",0000,"World",01,"Imports",SDDL,"Digitally-deliverable services",252.244,,-0.45305,,,,10.62006,
2019,008,"Albania",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",608.654,,6.30453,,0.019065,,16.01516,
2019,024,"Angola",0000,"World",01,"Imports",SDDL,"Digitally-deliverable services",2983.878,,-21.62029,,,,35.41786,"Estimated"
2019,024,"Angola",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",42.655,,-27.76023,,0.001336,,7.62616,"Estimated"
2019,028,"Antigua and Barbuda",0000,"World",01,"Imports",SDDL,"Digitally-deliverable services",283.432,,2.81252,,,,53.56361,"Estimated"
2019,028,"Antigua and Barbuda",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",96.031,,-0.46075,,0.003008,,8.30108,"Estimated"
2019,031,"Azerbaijan",0000,"World",01,"Imports",SDDL,"Digitally-deliverable services",2027.713,"Estimated",38.06044,"Estimated",,,31.79657,"Estimated"
2019,031,"Azerbaijan",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",758.964,"Estimated",19.97553,"Estimated",0.023773,"Estimated",20.17727,"Estimated"
2019,032,"Argentina",0000,"World",01,"Imports",SDDL,"Digitally-deliverable services",7010.062,,-11.68743,,,,36.19785,
2019,032,"Argentina",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",6616.341,,-6.58237,,0.207241,,46.64862,
2019,036,"Australia",0000,"World",01,"Imports",SDDL,"Digitally-deliverable services",20404.798,,0.16149,,,,28.52587,"Estimated"
2019,036,"Australia",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",16972.508,,2.97415,,0.531623,,24.25514,"Estimated"
2019,040,"Austria",0000,"World",01,"Imports",SDDL,"Digitally-deliverable services",28101.414,,3.87877,,,,44.14359,"Estimated"
2019,040,"Austria",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",30120.389,,2.82665,,0.943448,,40.08512,"Estimated"
2019,044,"Bahamas",0000,"World",01,"Imports",SDDL,"Digitally-deliverable services",891.202,"Estimated",11.23391,"Estimated",,,45.61409,"Estimated"
2019,044,"Bahamas",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",206.627,"Estimated",-22.86528,"Estimated",0.006472,"Estimated",5.04739,"Estimated"
2019,050,"Bangladesh",0000,"World",01,"Imports",SDDL,"Digitally-deliverable services",2366.395,,-1.04475,,,,24.27301,
2019,050,"Bangladesh",0000,"World",02,"Exports",SDDL,"Digitally-deliverable services",1638.174,,6.9626,,0.051312,,26.73052,
