Country Name,Pillar,Sub-Pillar,Indicator,Data Source,Data Link,Available
Dominica,Foundations,Digital Legal Identity,Is personal data siloed,World Bank: GovTech Dataset,https://datacatalog.worldbank.org,0
Dominica,Foundations,Data Exchange,Open data index,Open Knowledge Foundation: Global Open Data Index,https://index.okfn.org,0
Dominican Republic,Foundations,Digital Payments,Digital payments penetration,Portulans Institute: Network Readiness Index ,https://networkreadinessindex.org,0
Dominican Republic,Foundations,Digital Payments,% of population with digital finance account,World Bank: Global Findex database,https://datacatalog.worldbank.org,1
Dominican Republic,Foundations,Digital Payments,Made or received digital payments in the past year (% age 15+) - all,World Bank: Global Findex database,https://datacatalog.worldbank.org,1
Dominican Republic,Foundations,Digital Payments,Made or received digital payments in the past year (% age 15+) - female,World Bank: Global Findex database,https://datacatalog.worldbank.org,1
Dominican Republic,Foundations,Digital Payments,Used a mobile phone or the internet to check account balance in the past year (% age 15+) - all,World Bank: Global Findex database,https://datacatalog.worldbank.org,1
Dominican Republic,Foundations,Digital Payments,% Making online transactions - Men,World Bank: Global Findex database,https://datacatalog.worldbank.org,1
Dominican Republic,Foundations,Digital Payments,% Making online transactions - Women,World Bank: Global Findex database,https://datacatalog.worldbank.org,1
Dominican Republic,Foundations,Digital Payments,% of population with digital finance account - registered,World Bank: Global Findex database,https://datacatalog.worldbank.org,1
Dominican Republic,Foundations,Digital Legal Identity,% of population with ID (all),World Bank: Identification For Development (ID4D),https://datacatalog.worldbank.org,1
Dominican Republic,Foundations,Digital Legal Identity,% of population with ID (female),World Bank: Identification For Development (ID4D),https://datacatalog.worldbank.org,1
Dominican Republic,Foundations,Digital Legal Identity,can ID be used for transactions,World Bank: Identification For Development (ID4D),https://datacatalog.worldbank.org,1
Dominican Republic,Foundations,Digital Legal Identity,Is personal data siloed,World Bank: GovTech Dataset,https://datacatalog.worldbank.org,0
Dominican Republic,Foundations,Data Exchange,Open data index,Open Knowledge Foundation: Global Open Data Index,https://index.okfn.org,1
Grenada,Foundations,Digital Payments,Digital payments penetration,Portulans Institute: Network Readiness Index ,https://networkreadinessindex.org,0
Grenada,Foundations,Digital Payments,% of population with digital finance account,World Bank: Global Findex database,https://datacatalog.worldbank.org,0
Grenada,Foundations,Digital Payments,Made or received digital payments in the past year (% age 15+) - all,World Bank: Global Findex database,https://datacatalog.worldbank.org,0
Grenada,Foundations,Digital Payments,Made or received digital payments in the past year (% age 15+) - female,World Bank: Global Findex database,https://datacatalog.worldbank.org,0
Grenada,Foundations,Digital Payments,Used a mobile phone or the internet to check account balance in the past year (% age 15+) - all,World Bank: Global Findex database,https://datacatalog.worldbank.org,0
Grenada,Foundations,Digital Payments,% Making online transactions - Men,World Bank: Global Findex database,https://datacatalog.worldbank.org,0
Grenada,Foundations,Digital Payments,% Making online transactions - Women,World Bank: Global Findex database,https://datacatalog.worldbank.org,0
Grenada,Foundations,Digital Payments,% of population with digital finance account - registered,World Bank: Global Findex database,https://datacatalog.worldbank.org,0
Grenada,Foundations,Digital Legal Identity,% of population with ID (all),World Bank: Identification For Development (ID4D),https://datacatalog.worldbank.org,1
Grenada,Foundations,Digital Legal Identity,% of population with ID (female),World Bank: Identification For Development (ID4D),https://datacatalog.worldbank.org,1
Grenada,Foundations,Digital Legal Identity,can ID be used for transactions,World Bank: Identification For Development (ID4D),https://datacatalog.worldbank.org,1
Grenada,Foundations,Digital Legal Identity,Is personal data siloed,World Bank: GovTech Dataset,https://datacatalog.worldbank.org,0
Grenada,Foundations,Data Exchange,Open data index,Open Knowledge Foundation: Global Open Data Index,https://index.okfn.org,0
Guadeloupe,Foundations,Digital Payments,Digital payments penetration,Portulans Institute: Network Readiness Index ,https://networkreadinessindex.org,0
Guadeloupe,Foundations,Digital Payments,% of population with digital finance account,World Bank: Global Findex database,https://datacatalog.worldbank.org,0
Guadeloupe,Foundations,Digital Payments,Made or received digital payments in the past year (% age 15+) - all,World Bank: Global Findex database,https://datacatalog.worldbank.org,0
Guadeloupe,Foundations,Digital Payments,Made or received digital payments in the past year (% age 15+) - female,World Bank: Global Findex database,https://datacatalog.worldbank.org,0
Guadeloupe,Foundations,Digital Payments,Used a mobile phone or the internet to check account balance in the past year (% age 15+) - all,World Bank: Global Findex database,https://datacatalog.worldbank.org,0
Guadeloupe,Foundations,Digital Payments,% Making online transactions - Men,World Bank: Global Findex database,https://datacatalog.worldbank.org,0
Guadeloupe,Foundations,Digital Payments,% Making online transactions - Women,World Bank: Global Findex database,https://datacatalog.worldbank.org,0
Guadeloupe,Foundations,Digital Payments,% of population with digital finance account - registered,World Bank: Global Findex database,https://datacatalog.worldbank.org,0
Guadeloupe,Foundations,Digital Legal Identity,% of population with ID (all),World Bank: Identification For Development (ID4D),https://datacatalog.worldbank.org,0
Guadeloupe,Foundations,Digital Legal Identity,% of population with ID (female),World Bank: Identification For Development (ID4D),https://datacatalog.worldbank.org,0
Guadeloupe,Foundations,Digital Legal Identity,can ID be used for transactions,World Bank: Identification For Development (ID4D),https://datacatalog.worldbank.org,0
Guadeloupe,Foundations,Digital Legal Identity,Is personal data siloed,World Bank: GovTech Dataset,https://datacatalog.worldbank.org,0
Guadeloupe,Foundations,Data Exchange,Open data index,Open Knowledge Foundation: Global Open Data Index,https://index.okfn.org,0
Haiti,Foundations,Digital Payments,Digital payments penetration,Portulans Institute: Network Readiness Index ,https://networkreadinessindex.org,0
Haiti,Foundations,Digital Payments,% of population with digital finance account,World Bank: Global Findex database,https://datacatalog.worldbank.org,1
Haiti,Foundations,Digital Payments,Made or received digital payments in the past year (% age 15+) - all,World Bank: Global Findex database,https://datacatalog.worldbank.org,1
Haiti,Foundations,Digital Payments,Made or received digital payments in the past year (% age 15+) - female,World Bank: Global Findex database,https://datacatalog.worldbank.org,1
Haiti,Foundations,Digital Payments,Used a mobile phone or the internet to check account balance in the past year (% age 15+) - all,World Bank: Global Findex database,https://datacatalog.worldbank.org,1
Haiti,Foundations,Digital Payments,% Making online transactions - Men,World Bank: Global Findex database,https://datacatalog.worldbank.org,1
Haiti,Foundations,Digital Payments,% Making online transactions - Women,World Bank: Global Findex database,https://datacatalog.worldbank.org,1
Haiti,Foundations,Digital Payments,% of population with digital finance account - registered,World Bank: Global Findex database,https://datacatalog.worldbank.org,1
Haiti,Foundations,Digital Legal Identity,% of population with ID (all),World Bank: Identification For Development (ID4D),https://datacatalog.worldbank.org,1
Haiti,Foundations,Digital Legal Identity,% of population with ID (female),World Bank: Identification For Development (ID4D),https://datacatalog.worldbank.org,1
Haiti,Foundations,Digital Legal Identity,can ID be used for transactions,World Bank: Identification For Development (ID4D),https://datacatalog.worldbank.org,1
Haiti,Foundations,Digital Legal Identity,Is personal data siloed,World Bank: GovTech Dataset,https://datacatalog.worldbank.org,0
Haiti,Foundations,Data Exchange,Open data index,Open Knowledge Foundation: Global Open Data Index,https://index.okfn.org,0
Jamaica,Foundations,Digital Payments,Digital payments penetration,Portulans Institute: Network Readiness Index ,https://networkreadinessindex.org,0
Jamaica,Foundations,Digital Payments,% of population with digital finance account,World Bank: Global Findex database,https://datacatalog.worldbank.org,0
Jamaica,Foundations,Digital Payments,Made or received digital payments in the past year (% age 15+) - all,World Bank: Global Findex database,https://datacatalog.worldbank.org,0
Jamaica,Foundations,Digital Payments,Made or received digital payments in the past year (% age 15+) - female,World Bank: Global Findex database,https://datacatalog.worldbank.org,0
Jamaica,Foundations,Digital Payments,Used a mobile phone or the internet to check account balance in the past year (% age 15+) - all,World Bank: Global Findex database,https://datacatalog.worldbank.org,0
Jamaica,Foundations,Digital Payments,% Making online transactions - Men,World Bank: Global Findex database,https://datacatalog.worldbank.org,0
Jamaica,Foundations,Digital Payments,% Making online transactions - Women,World Bank: Global Findex database,https://datacatalog.worldbank.org,0
Jamaica,Foundations,Digital Payments,% of population with digital finance account - registered,World Bank: Global Findex database,https://datacatalog.worldbank.org,0
