Country Name,Pillar,Sub-Pillar,Indicator,Data Source,Data Link,Available
Costa Rica,Infrastructure,Innovation Ecosystem,International industrial designs by origin (Hague System),WIPO: Intellectual Property Statistics,https://www.wipo.int/ipstats/en,0
El Salvador,Infrastructure,Connectivity Technology,Population Density,World Bank: World Development Indicators,https://datacatalog.worldbank.org,0
El Salvador,Infrastructure,Connectivity Technology,Broadband Density,ITU: Digital Development Dashboard,https://www.itu.int/itu-d/sites/statistics,1
El Salvador,Infrastructure,Connectivity Technology,% of population covered by internet connectivity,ITU: Digital Development Dashboard,https://www.itu.int/itu-d/sites/statistics,1
El Salvador,Infrastructure,Connectivity Technology,% of population covered by mobile 2G+ data connectivity,GSMA: Mobile Connectivity Index,https://www.mobileconnectivityindex.com,1
El Salvador,Infrastructure,Connectivity Technology,% of population covered by mobile 3G+ data connectivity,GSMA: Mobile Connectivity Index,https://www.mobileconnectivityindex.com,1
El Salvador,Infrastructure,Connectivity Technology,% of population covered by mobile 4G+ data connectivity,GSMA: Mobile Connectivity Index,https://www.mobileconnectivityindex.com,1
El Salvador,Infrastructure,Connectivity Technology,% of population covered by mobile 5G+ data connectivity,GSMA: Mobile Connectivity Index,https://www.mobileconnectivityindex.com,1
El Salvador,Infrastructure,Connectivity Technology,Mobile Coverage Maps,ITU: Digital Development Dashboard,https://www.itu.int/en/Pages/default.aspx,1
El Salvador,Infrastructure,Connectivity Technology,Electricity Density,University of Oxford: Our World in Data,https://ourworldindata.org,1
El Salvador,Infrastructure,Connectivity Technology,% of population covered by electricity,World Bank: World Development Indicators,https://datacatalog.worldbank.org,1
El Salvador,Infrastructure,Connectivity Technology,Electricity supply quality,World Economic Forum: Global Competitiveness Index,http://reports.weforum.org,1
El Salvador,Infrastructure,Connectivity Technology,Electricity Environmental Sustainability,Sustainable Development Report,https://www.sdgindex.org,1
El Salvador,Infrastructure,Connectivity Technology,Cellphone Signal Density,GSMA: Mobile Connectivity Index,https://www.mobileconnectivityindex.com,1
El Salvador,Infrastructure,Connectivity Technology,Telecommunication Infrastructure Index (TII),UN: E-Government Survey ,https://publicadministration.un.org/egovkb,1
El Salvador,Infrastructure,Connectivity Technology,GSMA Mobile Connectivity Index ,GSMA: Mobile Connectivity Index,https://www.mobileconnectivityindex.com,1
El Salvador,Infrastructure,Connectivity Technology,Spectrum Allocated to Mobile Providers,GSMA: Mobile Connectivity Index,https://www.mobileconnectivityindex.com,1
El Salvador,Infrastructure,Connectivity Technology,Internet Exchange Points (IXPs) map,Packet Clearing House: Internet Exchange Directory,https://www.pch.net,1
El Salvador,Infrastructure,Connectivity Technology,ISP Speeds - Mobile,Ookla: Speedtest Intelligence,https://www.speedtest.net,1
El Salvador,Infrastructure,Connectivity Technology,Individuals using the Internet (% of population),ITU: Digital Development Dashboard,https://www.itu.int/itu-d/sites/statistics,1
El Salvador,Infrastructure,Connectivity Technology,Mobile cellular subscriptions (per 100 people),ITU: Digital Development Dashboard,https://www.itu.int/itu-d/sites/statistics,1
El Salvador,Infrastructure,Connectivity Technology,Average fixed broadband download speeds ,Ookla: Speedtest Intelligence,https://www.speedtest.net,0
El Salvador,Infrastructure,Connectivity Technology,ISP internet download speed average ,Ookla: Speedtest Intelligence,https://www.speedtest.net,1
El Salvador,Infrastructure,Connectivity Technology,Mobile dowload speed at the slowest hour of the day,GSMA: Mobile Connectivity Index,https://www.mobileconnectivityindex.com,1
El Salvador,Infrastructure,Connectivity Technology,Mobile download speed average ,Ookla: Speedtest Intelligence,https://www.speedtest.net,0
El Salvador,Infrastructure,Connectivity Technology,Postal Coverage,Universal Postal Union: Postal Statistics,https://www.upu.int/en/Universal-Postal-Union/Activities/Research-Publications,1
El Salvador,Infrastructure,Connectivity Technology,Logistics Performance Index (LPI) - Infrastructure Rating,World Bank: Logistics Performance Index ,https://datacatalog.worldbank.org,1
El Salvador,Infrastructure,Connectivity Technology,National cyber security index,e-Governance Academy Foundation: National Cyber Security Index,https://ncsi.ega.ee,1
El Salvador,Infrastructure,Connectivity Technology,Global Cybersecurity Index (GCI),ITU: Global Cybersecurity Index,https://www.itu.int/itu-d/sites/statistics,1
El Salvador,Infrastructure,Innovation Ecosystem,Software Developer Ecosystem size,Ben Frederickson Blog: Where Do The World's Software Developers Live?,https://www.benfrederickson.com,0
El Salvador,Infrastructure,Innovation Ecosystem,Digital Work Ecosystem size,The Global Entrepreneurship and Development Institute: Digital Platform Economy Index,https://thegedi.org/downloads,1
El Salvador,Infrastructure,Innovation Ecosystem,"Country, Industry, Skill Migration Data (Skill)",World Bank/LinkedIn: Digital Data For Development ,https://linkedindata.worldbank.org,1
El Salvador,Infrastructure,Innovation Ecosystem,"Country, Industry, Skill Migration Data (Industry)",World Bank/LinkedIn: Digital Data For Development ,https://linkedindata.worldbank.org/,1
El Salvador,Infrastructure,Innovation Ecosystem,"Country, Industry, Skill Migration Data (Country)",World Bank/LinkedIn: Digital Data For Development ,https://linkedindata.worldbank.org,1
El Salvador,Infrastructure,Innovation Ecosystem,Digital Finance Ecosystem size,Findexable: Global Fintech Rankings,https://findexable.com,0
El Salvador,Infrastructure,Innovation Ecosystem,Tech hubs & spaces size,Nature: Global Innovation Hubs Index ,https://www.nature.com,0
El Salvador,Infrastructure,Innovation Ecosystem,Banking Ecosystem size,IMF/The Global Economy: Bank assets to GDP - Country rankings,https://www.theglobaleconomy.com,1
El Salvador,Infrastructure,Innovation Ecosystem,Angel Ecosystem size,Statista,https://www.statista.com,0
El Salvador,Infrastructure,Innovation Ecosystem,Startup Ecosystem size,Startup Genome: Global Startup Ecosystem Report ,https://startupgenome.com/reports,0
El Salvador,Infrastructure,Innovation Ecosystem,Venture Ecosystem size,Startup Genome: Global Startup Ecosystem Report ,https://startupgenome.com/reports,0
El Salvador,Infrastructure,Innovation Ecosystem,International Co-Inventions,"OECD: Science, Technology and Innovation Scoreboard",https://stats.oecd.org,0
El Salvador,Infrastructure,Innovation Ecosystem,Availability of scientists and engineers,World Economic Forum: Global Competitiveness Index,http://reports.weforum.org,1
El Salvador,Infrastructure,Innovation Ecosystem,Scientific and technical articles/bn PPP$ GDP,"Global Innovation Index/Clarivate, Web of Science: Scientific and technical articles/bn PPP$ GDP",https://www.globalinnovationindex.org/analysis-indicator,1
El Salvador,Infrastructure,Innovation Ecosystem,Mobile app creation/bn PPP$ GDP,Global Innovation Index/App Annie Intelligence: Mobile app creation/bn PPP$ GDP,https://www.globalinnovationindex.org/analysis-indicator,1
El Salvador,Infrastructure,Innovation Ecosystem,Patents by origin/bn PPP$ GDP,Global Innovation Index/WIPO: Patents by origin/bn PPP$ GDP,https://www.globalinnovationindex.org/analysis-indicator,1
El Salvador,Infrastructure,Innovation Ecosystem,International patent applications by origin (PCT System),WIPO: Intellectual Property Statistics,https://www.wipo.int/ipstats/en,1
El Salvador,Infrastructure,Innovation Ecosystem,International industrial applications by origin (Hague System),WIPO: Intellectual Property Statistics,https://www.wipo.int/ipstats/en,0
El Salvador,Infrastructure,Innovation Ecosystem,International industrial designs by origin (Hague System),WIPO: Intellectual Property Statistics,https://www.wipo.int/ipstats/en,0
Guatemala,Infrastructure,Connectivity Technology,Population Density,World Bank: World Development Indicators,https://datacatalog.worldbank.org,0
Guatemala,Infrastructure,Connectivity Technology,Broadband Density,ITU: Digital Development Dashboard,https://www.itu.int/itu-d/sites/statistics,1
Guatemala,Infrastructure,Connectivity Technology,% of population covered by internet connectivity,ITU: Digital Development Dashboard,https://www.itu.int/itu-d/sites/statistics,1
Guatemala,Infrastructure,Connectivity Technology,% of population covered by mobile 2G+ data connectivity,GSMA: Mobile Connectivity Index,https://www.mobileconnectivityindex.com,1
Guatemala,Infrastructure,Connectivity Technology,% of population covered by mobile 3G+ data connectivity,GSMA: Mobile Connectivity Index,https://www.mobileconnectivityindex.com,1
Guatemala,Infrastructure,Connectivity Technology,% of population covered by mobile 4G+ data connectivity,GSMA: Mobile Connectivity Index,https://www.mobileconnectivityindex.com,1
Guatemala,Infrastructure,Connectivity Technology,% of population covered by mobile 5G+ data connectivity,GSMA: Mobile Connectivity Index,https://www.mobileconnectivityindex.com,1
Guatemala,Infrastructure,Connectivity Technology,Mobile Coverage Maps,ITU: Digital Development Dashboard,https://www.itu.int/en/Pages/default.aspx,1
Guatemala,Infrastructure,Connectivity Technology,Electricity Density,University of Oxford: Our World in Data,https://ourworldindata.org,1
Guatemala,Infrastructure,Connectivity Technology,% of population covered by electricity,World Bank: World Development Indicators,https://datacatalog.worldbank.org,1
Guatemala,Infrastructure,Connectivity Technology,Electricity supply quality,World Economic Forum: Global Competitiveness Index,http://reports.weforum.org,1
Guatemala,Infrastructure,Connectivity Technology,Electricity Environmental Sustainability,Sustainable Development Report,https://www.sdgindex.org,1
Guatemala,Infrastructure,Connectivity Technology,Cellphone Signal Density,GSMA: Mobile Connectivity Index,https://www.mobileconnectivityindex.com,1
Guatemala,Infrastructure,Connectivity Technology,Telecommunication Infrastructure Index (TII),UN: E-Government Survey ,https://publicadministration.un.org/egovkb,1
Guatemala,Infrastructure,Connectivity Technology,GSMA Mobile Connectivity Index ,GSMA: Mobile Connectivity Index,https://www.mobileconnectivityindex.com,1
Guatemala,Infrastructure,Connectivity Technology,Spectrum Allocated to Mobile Providers,GSMA: Mobile Connectivity Index,https://www.mobileconnectivityindex.com,1
Guatemala,Infrastructure,Connectivity Technology,Internet Exchange Points (IXPs) map,Packet Clearing House: Internet Exchange Directory,https://www.pch.net,1
Guatemala,Infrastructure,Connectivity Technology,ISP Speeds - Mobile,Ookla: Speedtest Intelligence,https://www.speedtest.net,1
Guatemala,Infrastructure,Connectivity Technology,Individuals using the Internet (% of population),ITU: Digital Development Dashboard,https://www.itu.int/itu-d/sites/statistics,1
Guatemala,Infrastructure,Connectivity Technology,Mobile cellular subscriptions (per 100 people),ITU: Digital Development Dashboard,https://www.itu.int/itu-d/sites/statistics,1
Guatemala,Infrastructure,Connectivity Technology,Average fixed broadband download speeds ,Ookla: Speedtest Intelligence,https://www.speedtest.net,0
Guatemala,Infrastructure,Connectivity Technology,ISP internet download speed average ,Ookla: Speedtest Intelligence,https://www.speedtest.net,1
Guatemala,Infrastructure,Connectivity Technology,Mobile dowload speed at the slowest hour of the day,GSMA: Mobile Connectivity Index,https://www.mobileconnectivityindex.com,1
Guatemala,Infrastructure,Connectivity Technology,Mobile download speed average ,Ookla: Speedtest Intelligence,https://www.speedtest.net,0
Guatemala,Infrastructure,Connectivity Technology,Postal Coverage,Universal Postal Union: Postal Statistics,https://www.upu.int/en/Universal-Postal-Union/Activities/Research-Publications,1
Guatemala,Infrastructure,Connectivity Technology,Logistics Performance Index (LPI) - Infrastructure Rating,World Bank: Logistics Performance Index ,https://datacatalog.worldbank.org,1
Guatemala,Infrastructure,Connectivity Technology,National cyber security index,e-Governance Academy Foundation: National Cyber Security Index,https://ncsi.ega.ee,1
Guatemala,Infrastructure,Connectivity Technology,Global Cybersecurity Index (GCI),ITU: Global Cybersecurity Index,https://www.itu.int/itu-d/sites/statistics,1
Guatemala,Infrastructure,Innovation Ecosystem,Software Developer Ecosystem size,Ben Frederickson Blog: Where Do The World's Software Developers Live?,https://www.benfrederickson.com,0
Guatemala,Infrastructure,Innovation Ecosystem,Digital Work Ecosystem size,The Global Entrepreneurship and Development Institute: Digital Platform Economy Index,https://thegedi.org/downloads,1
Guatemala,Infrastructure,Innovation Ecosystem,"Country, Industry, Skill Migration Data (Skill)",World Bank/LinkedIn: Digital Data For Development ,https://linkedindata.worldbank.org,1
Guatemala,Infrastructure,Innovation Ecosystem,"Country, Industry, Skill Migration Data (Industry)",World Bank/LinkedIn: Digital Data For Development ,https://linkedindata.worldbank.org/,1
Guatemala,Infrastructure,Innovation Ecosystem,"Country, Industry, Skill Migration Data (Country)",World Bank/LinkedIn: Digital Data For Development ,https://linkedindata.worldbank.org,1
Guatemala,Infrastructure,Innovation Ecosystem,Digital Finance Ecosystem size,Findexable: Global Fintech Rankings,https://findexable.com,0
Guatemala,Infrastructure,Innovation Ecosystem,Tech hubs & spaces size,Nature: Global Innovation Hubs Index ,https://www.nature.com,0
Guatemala,Infrastructure,Innovation Ecosystem,Banking Ecosystem size,IMF/The Global Economy: Bank assets to GDP - Country rankings,https://www.theglobaleconomy.com,1
Guatemala,Infrastructure,Innovation Ecosystem,Angel Ecosystem size,Statista,https://www.statista.com,0
Guatemala,Infrastructure,Innovation Ecosystem,Startup Ecosystem size,Startup Genome: Global Startup Ecosystem Report ,https://startupgenome.com/reports,0
Guatemala,Infrastructure,Innovation Ecosystem,Venture Ecosystem size,Startup Genome: Global Startup Ecosystem Report ,https://startupgenome.com/reports,0
Guatemala,Infrastructure,Innovation Ecosystem,International Co-Inventions,"OECD: Science, Technology and Innovation Scoreboard",https://stats.oecd.org,0
Guatemala,Infrastructure,Innovation Ecosystem,Availability of scientists and engineers,World Economic Forum: Global Competitiveness Index,http://reports.weforum.org,1
Guatemala,Infrastructure,Innovation Ecosystem,Scientific and technical articles/bn PPP$ GDP,"Global Innovation Index/Clarivate, Web of Science: Scientific and technical articles/bn PPP$ GDP",https://www.globalinnovationindex.org/analysis-indicator,1
Guatemala,Infrastructure,Innovation Ecosystem,Mobile app creation/bn PPP$ GDP,Global Innovation Index/App Annie Intelligence: Mobile app creation/bn PPP$ GDP,https://www.globalinnovationindex.org/analysis-indicator,1
Guatemala,Infrastructure,Innovation Ecosystem,Patents by origin/bn PPP$ GDP,Global Innovation Index/WIPO: Patents by origin/bn PPP$ GDP,https://www.globalinnovationindex.org/analysis-indicator,1
Guatemala,Infrastructure,Innovation Ecosystem,International patent applications by origin (PCT System),WIPO: Intellectual Property Statistics,https://www.wipo.int/ipstats/en,1
Guatemala,Infrastructure,Innovation Ecosystem,International industrial applications by origin (Hague System),WIPO: Intellectual Property Statistics,https://www.wipo.int/ipstats/en,0
Guatemala,Infrastructure,Innovation Ecosystem,International industrial designs by origin (Hague System),WIPO: Intellectual Property Statistics,https://www.wipo.int/ipstats/en,0
Honduras,Infrastructure,Connectivity Technology,Population Density,World Bank: World Development Indicators,https://datacatalog.worldbank.org,0
Honduras,Infrastructure,Connectivity Technology,Broadband Density,ITU: Digital Development Dashboard,https://www.itu.int/itu-d/sites/statistics,1
Honduras,Infrastructure,Connectivity Technology,% of population covered by internet connectivity,ITU: Digital Development Dashboard,https://www.itu.int/itu-d/sites/statistics,1
Honduras,Infrastructure,Connectivity Technology,% of population covered by mobile 2G+ data connectivity,GSMA: Mobile Connectivity Index,https://www.mobileconnectivityindex.com,1
Honduras,Infrastructure,Connectivity Technology,% of population covered by mobile 3G+ data connectivity,GSMA: Mobile Connectivity Index,https://www.mobileconnectivityindex.com,1
Honduras,Infrastructure,Connectivity Technology,% of population covered by mobile 4G+ data connectivity,GSMA: Mobile Connectivity Index,https://www.mobileconnectivityindex.com,1
Honduras,Infrastructure,Connectivity Technology,% of population covered by mobile 5G+ data connectivity,GSMA: Mobile Connectivity Index,https://www.mobileconnectivityindex.com,1
Honduras,Infrastructure,Connectivity Technology,Mobile Coverage Maps,ITU: Digital Development Dashboard,https://www.itu.int/en/Pages/default.aspx,1
Honduras,Infrastructure,Connectivity Technology,Electricity Density,University of Oxford: Our World in Data,https://ourworldindata.org,1
Honduras,Infrastructure,Connectivity Technology,% of population covered by electricity,World Bank: World Development Indicators,https://datacatalog.worldbank.org,1
Honduras,Infrastructure,Connectivity Technology,Electricity supply quality,World Economic Forum: Global Competitiveness Index,http://reports.weforum.org,1
Honduras,Infrastructure,Connectivity Technology,Electricity Environmental Sustainability,Sustainable Development Report,https://www.sdgindex.org,1
Honduras,Infrastructure,Connectivity Technology,Cellphone Signal Density,GSMA: Mobile Connectivity Index,https://www.mobileconnectivityindex.com,1
Honduras,Infrastructure,Connectivity Technology,Telecommunication Infrastructure Index (TII),UN: E-Government Survey ,https://publicadministration.un.org/egovkb,1
Honduras,Infrastructure,Connectivity Technology,GSMA Mobile Connectivity Index ,GSMA: Mobile Connectivity Index,https://www.mobileconnectivityindex.com,1
Honduras,Infrastructure,Connectivity Technology,Spectrum Allocated to Mobile Providers,GSMA: Mobile Connectivity Index,https://www.mobileconnectivityindex.com,1
Honduras,Infrastructure,Connectivity Technology,Internet Exchange Points (IXPs) map,Packet Clearing House: Internet Exchange Directory,https://www.pch.net,1
Honduras,Infrastructure,Connectivity Technology,ISP Speeds - Mobile,Ookla: Speedtest Intelligence,https://www.speedtest.net,1
Honduras,Infrastructure,Connectivity Technology,Individuals using the Internet (% of population),ITU: Digital Development Dashboard,https://www.itu.int/itu-d/sites/statistics,1
Honduras,Infrastructure,Connectivity Technology,Mobile cellular subscriptions (per 100 people),ITU: Digital Development Dashboard,https://www.itu.int/itu-d/sites/statistics,1
Honduras,Infrastructure,Connectivity Technology,Average fixed broadband download speeds ,Ookla: Speedtest Intelligence,https://www.speedtest.net,0
Honduras,Infrastructure,Connectivity Technology,ISP internet download speed average ,Ookla: Speedtest Intelligence,https://www.speedtest.net,1
Honduras,Infrastructure,Connectivity Technology,Mobile dowload speed at the slowest hour of the day,GSMA: Mobile Connectivity Index,https://www.mobileconnectivityindex.com,1
Honduras,Infrastructure,Connectivity Technology,Mobile download speed average ,Ookla: Speedtest Intelligence,https://www.speedtest.net,0
Honduras,Infrastructure,Connectivity Technology,Postal Coverage,Universal Postal Union: Postal Statistics,https://www.upu.int/en/Universal-Postal-Union/Activities/Research-Publications,0
Honduras,Infrastructure,Connectivity Technology,Logistics Performance Index (LPI) - Infrastructure Rating,World Bank: Logistics Performance Index ,https://datacatalog.worldbank.org,1
Honduras,Infrastructure,Connectivity Technology,National cyber security index,e-Governance Academy Foundation: National Cyber Security Index,https://ncsi.ega.ee,1
Honduras,Infrastructure,Connectivity Technology,Global Cybersecurity Index (GCI),ITU: Global Cybersecurity Index,https://www.itu.int/itu-d/sites/statistics,1
Honduras,Infrastructure,Innovation Ecosystem,Software Developer Ecosystem size,Ben Frederickson Blog: Where Do The World's Software Developers Live?,https://www.benfrederickson.com,0
Honduras,Infrastructure,Innovation Ecosystem,Digital Work Ecosystem size,The Global Entrepreneurship and Development Institute: Digital Platform Economy Index,https://thegedi.org/downloads,1
Honduras,Infrastructure,Innovation Ecosystem,"Country, Industry, Skill Migration Data (Skill)",World Bank/LinkedIn: Digital Data For Development ,https://linkedindata.worldbank.org,1
Honduras,Infrastructure,Innovation Ecosystem,"Country, Industry, Skill Migration Data (Industry)",World Bank/LinkedIn: Digital Data For Development ,https://linkedindata.worldbank.org/,1
Honduras,Infrastructure,Innovation Ecosystem,"Country, Industry, Skill Migration Data (Country)",World Bank/LinkedIn: Digital Data For Development ,https://linkedindata.worldbank.org,1
Honduras,Infrastructure,Innovation Ecosystem,Digital Finance Ecosystem size,Findexable: Global Fintech Rankings,https://findexable.com,0
Honduras,Infrastructure,Innovation Ecosystem,Tech hubs & spaces size,Nature: Global Innovation Hubs Index ,https://www.nature.com,0
Honduras,Infrastructure,Innovation Ecosystem,Banking Ecosystem size,IMF/The Global Economy: Bank assets to GDP - Country rankings,https://www.theglobaleconomy.com,1
Honduras,Infrastructure,Innovation Ecosystem,Angel Ecosystem size,Statista,https://www.statista.com,0
Honduras,Infrastructure,Innovation Ecosystem,Startup Ecosystem size,Startup Genome: Global Startup Ecosystem Report ,https://startupgenome.com/reports,0
Honduras,Infrastructure,Innovation Ecosystem,Venture Ecosystem size,Startup Genome: Global Startup Ecosystem Report ,https://startupgenome.com/reports,0
Honduras,Infrastructure,Innovation Ecosystem,International Co-Inventions,"OECD: Science, Technology and Innovation Scoreboard",https://stats.oecd.org,0
Honduras,Infrastructure,Innovation Ecosystem,Availability of scientists and engineers,World Economic Forum: Global Competitiveness Index,http://reports.weforum.org,1
Honduras,Infrastructure,Innovation Ecosystem,Scientific and technical articles/bn PPP$ GDP,"Global Innovation Index/Clarivate, Web of Science: Scientific and technical articles/bn PPP$ GDP",https://www.globalinnovationindex.org/analysis-indicator,1
Honduras,Infrastructure,Innovation Ecosystem,Mobile app creation/bn PPP$ GDP,Global Innovation Index/App Annie Intelligence: Mobile app creation/bn PPP$ GDP,https://www.globalinnovationindex.org/analysis-indicator,1
Honduras,Infrastructure,Innovation Ecosystem,Patents by origin/bn PPP$ GDP,Global Innovation Index/WIPO: Patents by origin/bn PPP$ GDP,https://www.globalinnovationindex.org/analysis-indicator,1
Honduras,Infrastructure,Innovation Ecosystem,International patent applications by origin (PCT System),WIPO: Intellectual Property Statistics,https://www.wipo.int/ipstats/en,0
Honduras,Infrastructure,Innovation Ecosystem,International industrial applications by origin (Hague System),WIPO: Intellectual Property Statistics,https://www.wipo.int/ipstats/en,0
Honduras,Infrastructure,Innovation Ecosystem,International industrial designs by origin (Hague System),WIPO: Intellectual Property Statistics,https://www.wipo.int/ipstats/en,0
Mexico,Infrastructure,Connectivity Technology,Population Density,World Bank: World Development Indicators,https://datacatalog.worldbank.org,0
Mexico,Infrastructure,Connectivity Technology,Broadband Density,ITU: Digital Development Dashboard,https://www.itu.int/itu-d/sites/statistics,1
Mexico,Infrastructure,Connectivity Technology,% of population covered by internet connectivity,ITU: Digital Development Dashboard,https://www.itu.int/itu-d/sites/statistics,1
Mexico,Infrastructure,Connectivity Technology,% of population covered by mobile 2G+ data connectivity,GSMA: Mobile Connectivity Index,https://www.mobileconnectivityindex.com,1
Mexico,Infrastructure,Connectivity Technology,% of population covered by mobile 3G+ data connectivity,GSMA: Mobile Connectivity Index,https://www.mobileconnectivityindex.com,1
Mexico,Infrastructure,Connectivity Technology,% of population covered by mobile 4G+ data connectivity,GSMA: Mobile Connectivity Index,https://www.mobileconnectivityindex.com,1
Mexico,Infrastructure,Connectivity Technology,% of population covered by mobile 5G+ data connectivity,GSMA: Mobile Connectivity Index,https://www.mobileconnectivityindex.com,1
Mexico,Infrastructure,Connectivity Technology,Mobile Coverage Maps,ITU: Digital Development Dashboard,https://www.itu.int/en/Pages/default.aspx,1
Mexico,Infrastructure,Connectivity Technology,Electricity Density,University of Oxford: Our World in Data,https://ourworldindata.org,1
Mexico,Infrastructure,Connectivity Technology,% of population covered by electricity,World Bank: World Development Indicators,https://datacatalog.worldbank.org,1
Mexico,Infrastructure,Connectivity Technology,Electricity supply quality,World Economic Forum: Global Competitiveness Index,http://reports.weforum.org,1
Mexico,Infrastructure,Connectivity Technology,Electricity Environmental Sustainability,Sustainable Development Report,https://www.sdgindex.org,1
Mexico,Infrastructure,Connectivity Technology,Cellphone Signal Density,GSMA: Mobile Connectivity Index,https://www.mobileconnectivityindex.com,1
Mexico,Infrastructure,Connectivity Technology,Telecommunication Infrastructure Index (TII),UN: E-Government Survey ,https://publicadministration.un.org/egovkb,1
Mexico,Infrastructure,Connectivity Technology,GSMA Mobile Connectivity Index ,GSMA: Mobile Connectivity Index,https://www.mobileconnectivityindex.com,1
Mexico,Infrastructure,Connectivity Technology,Spectrum Allocated to Mobile Providers,GSMA: Mobile Connectivity Index,https://www.mobileconnectivityindex.com,1
Mexico,Infrastructure,Connectivity Technology,Internet Exchange Points (IXPs) map,Packet Clearing House: Internet Exchange Directory,https://www.pch.net,1
Mexico,Infrastructure,Connectivity Technology,ISP Speeds - Mobile,Ookla: Speedtest Intelligence,https://www.speedtest.net,1
Mexico,Infrastructure,Connectivity Technology,Individuals using the Internet (% of population),ITU: Digital Development Dashboard,https://www.itu.int/itu-d/sites/statistics,1
Mexico,Infrastructure,Connectivity Technology,Mobile cellular subscriptions (per 100 people),ITU: Digital Development Dashboard,https://www.itu.int/itu-d/sites/statistics,1
Mexico,Infrastructure,Connectivity Technology,Average fixed broadband download speeds ,Ookla: Speedtest Intelligence,https://www.speedtest.net,0
Mexico,Infrastructure,Connectivity Technology,ISP internet download speed average ,Ookla: Speedtest Intelligence,https://www.speedtest.net,1
Mexico,Infrastructure,Connectivity Technology,Mobile dowload speed at the slowest hour of the day,GSMA: Mobile Connectivity Index,https://www.mobileconnectivityindex.com,1
Mexico,Infrastructure,Connectivity Technology,Mobile download speed average ,Ookla: Speedtest Intelligence,https://www.speedtest.net,0
Mexico,Infrastructure,Connectivity Technology,Postal Coverage,Universal Postal Union: Postal Statistics,https://www.upu.int/en/Universal-Postal-Union/Activities/Research-Publications,1
Mexico,Infrastructure,Connectivity Technology,Logistics Performance Index (LPI) - Infrastructure Rating,World Bank: Logistics Performance Index ,https://datacatalog.worldbank.org,1
Mexico,Infrastructure,Connectivity Technology,National cyber security index,e-Governance Academy Foundation: National Cyber Security Index,https://ncsi.ega.ee,1
Mexico,Infrastructure,Connectivity Technology,Global Cybersecurity Index (GCI),ITU: Global Cybersecurity Index,https://www.itu.int/itu-d/sites/statistics,1
Mexico,Infrastructure,Innovation Ecosystem,Software Developer Ecosystem size,Ben Frederickson Blog: Where Do The World's Software Developers Live?,https://www.benfrederickson.com,1
Mexico,Infrastructure,Innovation Ecosystem,Digital Work Ecosystem size,The Global Entrepreneurship and Development Institute: Digital Platform Economy Index,https://thegedi.org/downloads,1
Mexico,Infrastructure,Innovation Ecosystem,"Country, Industry, Skill Migration Data (Skill)",World Bank/LinkedIn: Digital Data For Development ,https://linkedindata.worldbank.org,1
Mexico,Infrastructure,Innovation Ecosystem,"Country, Industry, Skill Migration Data (Industry)",World Bank/LinkedIn: Digital Data For Development ,https://linkedindata.worldbank.org/,1
Mexico,Infrastructure,Innovation Ecosystem,"Country, Industry, Skill Migration Data (Country)",World Bank/LinkedIn: Digital Data For Development ,https://linkedindata.worldbank.org,1
Mexico,Infrastructure,Innovation Ecosystem,Digital Finance Ecosystem size,Findexable: Global Fintech Rankings,https://findexable.com,1
Mexico,Infrastructure,Innovation Ecosystem,Tech hubs & spaces size,Nature: Global Innovation Hubs Index ,https://www.nature.com,0
Mexico,Infrastructure,Innovation Ecosystem,Banking Ecosystem size,IMF/The Global Economy: Bank assets to GDP - Country rankings,https://www.theglobaleconomy.com,1
Mexico,Infrastructure,Innovation Ecosystem,Angel Ecosystem size,Statista,https://www.statista.com,0
Mexico,Infrastructure,Innovation Ecosystem,Startup Ecosystem size,Startup Genome: Global Startup Ecosystem Report ,https://startupgenome.com/reports,0
Mexico,Infrastructure,Innovation Ecosystem,Venture Ecosystem size,Startup Genome: Global Startup Ecosystem Report ,https://startupgenome.com/reports,0
Mexico,Infrastructure,Innovation Ecosystem,International Co-Inventions,"OECD: Science, Technology and Innovation Scoreboard",https://stats.oecd.org,0
Mexico,Infrastructure,Innovation Ecosystem,Availability of scientists and engineers,World Economic Forum: Global Competitiveness Index,http://reports.weforum.org,1
Mexico,Infrastructure,Innovation Ecosystem,Scientific and technical articles/bn PPP$ GDP,"Global Innovation Index/Clarivate, Web of Science: Scientific and technical articles/bn PPP$ GDP",https://www.globalinnovationindex.org/analysis-indicator,1
Mexico,Infrastructure,Innovation Ecosystem,Mobile app creation/bn PPP$ GDP,Global Innovation Index/App Annie Intelligence: Mobile app creation/bn PPP$ GDP,https://www.globalinnovationindex.org/analysis-indicator,1
Mexico,Infrastructure,Innovation Ecosystem,Patents by origin/bn PPP$ GDP,Global Innovation Index/WIPO: Patents by origin/bn PPP$ GDP,https://www.globalinnovationindex.org/analysis-indicator,1
Mexico,Infrastructure,Innovation Ecosystem,International patent applications by origin (PCT System),WIPO: Intellectual Property Statistics,https://www.wipo.int/ipstats/en,1
Mexico,Infrastructure,Innovation Ecosystem,International industrial applications by origin (Hague System),WIPO: Intellectual Property Statistics,https://www.wipo.int/ipstats/en,0
Mexico,Infrastructure,Innovation Ecosystem,International industrial designs by origin (Hague System),WIPO: Intellectual Property Statistics,https://www.wipo.int/ipstats/en,0
Nicaragua,Infrastructure,Connectivity Technology,Population Density,World Bank: World Development Indicators,https://datacatalog.worldbank.org,0
