"Internet users, total (% of population)"
"Dimension: Mobility and communication"
"SDG 17.6 Enhance North-South, South-South and triangular regional and international cooperation on and access to science, technology and innovation and enhance knowledge-sharing on mutually agreed terms, including through improved coordination among existing mechanisms,in particular at the United Nations level, and through a global technology facilitation mechanism and SDG 17.8 Fully operationalize the technology bank and science, technology and innovation capacitybuilding mechanism for least developed countries by 2017 and enhance the use of enabling technology, in particular information and communications technology"
"Definition: People with access to the worldwide network."
"Source: ITU (International Telecommunication Union) (2020). ICT Facts and Figures 2020. www.itu.int/en/ITU-D/Statistics/Pages/stat/. Accessed 2 September 2020."
""
" ","Low human development","0.1","","1.5","","5.9","","6.8","","8.3","","9.9","","11.9","","18.7","","16.5","","23.4","","23.6",""
" ","Developing Countries","1.5","","6.8","","19.7","","22.6","","25.5","","28.3","","31.7","","33.8","","36.6","","42.6","","43.4",""
"","Regions","","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..",""
" ","Arab States","1.2","","8.7","","24.4","","27.0","","30.4","","33.4","","36.9","","44.1","","41.8","","49.6","","52.5",""
" ","East Asia and the Pacific","1.9","","8.4","","29.1","","32.5","","36.2","","39.3","","41.7","","43.9","","48.2","","50.7","","52.3",""
" ","Europe and Central Asia","1.7","","9.4","","30.3","","35.1","","39.7","","43.7","","48.8","","52.2","","56.4","","61.1","","63.8",""
" ","Latin America and the Caribbean","3.8","","16.6","","34.6","","39.3","","43.0","","46.1","","48.6","","54.6","","57.3","","63.2","","64.2",""
" ","South Asia","0.5","","2.8","","7.6","","9.8","","12.0","","14.5","","19.9","","17.5","","21.7","","31.6","","31.8",""
" ","Sub-Saharan Africa","0.5","","2.1","","6.6","","8.1","","10.0","","12.1","","14.9","","20.8","","19.8","","25.5","","25.2",""
" ","Least Developed Countries","0.1","","0.8","","4.1","","4.7","","6.0","","7.5","","10.7","","13.7","","15.1","","18.3","","18.2",""
" ","Small Island Developing States","4.7","","13.3","","22.9","","25.9","","28.5","","32.1","","33.7","","36.9","","40.9","","45.1","","50.0",""
" ","Organization for Economic Co-operation and Development","27.0","","52.7","","66.6","","67.6","","70.3","","71.6","","73.2","","75.8","","79.9","","81.0","","82.6",""
" ","World","6.5","","15.5","","28.5","","31.0","","34.0","","36.5","","39.6","","41.4","","44.4","","49.4","","50.3",""
"a: Refers to 2018."
"b: Refers to 2017."
""
